"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"
"2:32:00::"	"was"	"in"	"timetable"	"london"	"timetable_was"	"was_in"	"in_london"	"cease-fire_timetable_was"	"timetable_was_in"	"was_in_london"	"in_london_by"	"NN"	"NN"	"VBD"	"VB"	"IN"	"NNP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"britain"	"plans"	"to"	"press"	"russia"	"a"	"definite"	"cease-fire"	"timetable"	"was"	"announce"	"in"	"london"	"by"	"foreign_secretary_lord_home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"radio"	"their"	"havana"	"conviction"	"havana_radio"	"radio_their"	"their_conviction"	"after_havana_radio"	"havana_radio_their"	"radio_their_conviction"	"their_conviction_by"	"IN"	"NNP"	"NN"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"executions"	"take_place"	"at"	"dawn"	"a_few"	"hours"	"after"	"havana"	"radio"	"announce"	"their"	"conviction"	"by"	"a"	"revolutionary"	"tribunal"	"at"	"pinar_del_rio"	"where"	"the"	"executions"	"take_place"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"in"	"repetition"	"a"	"repetition_,"	",_in"	"in_a"	"her_repetition_,"	"repetition_,_in"	",_in_a"	"in_a_nettled"	"PRP$"	"NN"	"ε"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"cup"	"his"	"ear"	"and"	"his"	"head"	"at"	"her"	"repetition"	"announce"	"in"	"a"	"nettled"	"way"	"that"	"he"	"had"	"hear"	"her"	"the"	"first"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"grimly"	"fact"	"by"	"fact_was"	"was_grimly"	"grimly_by"	"the_fact_was"	"fact_was_grimly"	"was_grimly_by"	"grimly_by_the_british"	"DT"	"NN"	"VBD"	"VB"	"RB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"just"	"before"	"today"	"the"	"fact"	"was"	"announce"	"grimly"	"by"	"the_british"	"navy"	"chief"	"adviser"	"to"	"the"	"cabinet"	"on"	"underwater"	"warfare"	"capt._george_symonds"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"yesterday"	"it"	"."	"it_was"	"was_yesterday"	"yesterday_."	",_it_was"	"it_was_yesterday"	"was_yesterday_."	"yesterday_._∅"	"ε"	"PRP"	"VBD"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new_york"	"university"	"board_of_trustees"	"has"	"elect"	"the"	"youngest"	"president"	"the"	"year"	"history"	"of"	"nyu"	"it"	"was"	"announce"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"yesterday"	"it"	"."	"it_was"	"was_yesterday"	"yesterday_."	",_it_was"	"it_was_yesterday"	"was_yesterday_."	"yesterday_._∅"	"ε"	"PRP"	"VBD"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"john_di_massimo"	"has"	"been"	"elect"	"president"	"of"	"columbus_day"	"celebration_committee"	"it"	"was"	"announce"	"yesterday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"today"	"it"	"."	"it_was"	"was_today"	"today_."	",_it_was"	"it_was_today"	"was_today_."	"today_._∅"	"ε"	"PRP"	"VBD"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"greece"	"and"	"west_germany"	"ratify"	"an"	"agreement"	"under"	"which"	"germany"	"will"	"pay"	"to"	"victims"	"of"	"nazi"	"persecution"	"it"	"was"	"announce"	"today"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	"person"	"we"	","	"would"	",_person"	"person_we"	"we_would"	"clear_,_person"	",_person_we"	"person_we_would"	"we_would_take"	"JJ"	"ε"	"NNP"	"VB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once"	"the"	"full"	"extent"	"of_this"	"russian"	"penetration"	"of"	"cuba"	"be"	"clear"	"person"	"announce"	"we"	"would"	"take"	"whatever"	"action"	"be"	"appropriate"	"to"	"prevent"	"this"	"even"	"if"	"we"	"have"	"to"	"go"	"it"	"alone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:02::"	","	"it"	"twenty-fifth"	"is"	"twenty-fifth_,"	",_it"	"it_is"	"april_twenty-fifth_,"	"twenty-fifth_,_it"	",_it_is"	"it_is_bring_back"	"NN"	"JJ"	"ε"	"VB"	"PRP"	"VBZ"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"us_navy"	"on"	"twenty-fifth"	"announce"	"it"	"is"	"bring_back"	"the"	"carrier"	"shangri-la"	"from"	"the"	"mediterranean"	"increase"	"to"	"four"	"the"	"number"	"of"	"attack_aircraft_carrier"	"in"	"the"	"vicinity"	"of"	"cuba"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"program"	"a"	"development"	"new"	"development_program"	"program_a"	"a_new"	"shooting_development_program"	"development_program_a"	"program_a_new"	"a_new_activity"	"NN"	"NN"	"NN"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"group"	"shooting"	"program"	"announce"	"a"	"new"	"activity"	"design"	"to"	"expose"	"thousand"	"of"	"teenage"	"boy"	"and"	"girl"	"to"	"the"	"healthy"	"fun"	"enjoy"	"through"	"the"	"participation"	"in"	"the"	"shooting"	"sport"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	"an"	"in_this"	"``"	"in_this_he"	"he_an"	"an_``"	"and_in_this_he"	"in_this_he_an"	"he_an_``"	"an_``_unchangeable"	"CC"	"RB"	"PRP"	"VB"	"DT"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"leopard"	"come"	"from"	"the"	"pen"	"of"	"in"	"and"	"in_this"	"he"	"announce"	"an"	"unchangeable"	"law"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"blandly"	"."	"'d"	"∅"	"'d_blandly"	"blandly_."	"._∅"	"he_'d_blandly"	"'d_blandly_."	"blandly_._∅"	"._∅_∅"	"PRP"	"MD"	"RB"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"exterminate"	"cow"	"thief"	"be"	"just"	"a"	"business"	"proposition"	"me"	"he"	"blandly"	"announce"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"we"	"its"	"say"	"coming"	"say_we"	"we_its"	"its_coming"	"howl_say_we"	"say_we_its"	"we_its_coming"	"its_coming_,"	"NN"	"VB"	"PRP"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"before"	"you"	"let_loose"	"howl"	"say"	"we"	"announce"	"its"	"coming"	"not"	"once"	"but"	"several"	"time"	"indeed"	"we"	"did"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	"a"	"∅"	"switch"	"∅_person"	"person_a"	"a_switch"	"∅_∅_person"	"∅_person_a"	"person_a_switch"	"a_switch_in"	"ε"	"ε"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"announce"	"a"	"switch"	"in"	"his"	"starting_pitcher"	"from"	"person"	"to"	"person"	"for"	"several"	"reason"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	"at"	"appointment"	"a"	"appointment_was"	"was_at"	"at_a"	"the_appointment_was"	"appointment_was_at"	"was_at_a"	"at_a_news_conference"	"DT"	"NN"	"VBD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"was"	"announce"	"at"	"a"	"news_conference"	"at"	"which"	"person"	"say"	"he"	"would"	"retain"	"two"	"member"	"of"	"person"	"staff"	"person"	"and"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"person"	","	","	"``"	",_person"	"person_,"	",_``"	"''_,_person"	",_person_,"	"person_,_``"	",_``_be"	"ε"	"ε"	"NNP"	"VB"	"ε"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"person"	"be"	"not"	"philosopher"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"was"	","	"it"	"and"	"it_was"	"was_,"	",_and"	"when_it_was"	"it_was_,"	"was_,_and"	",_and_,"	"WRB"	"PRP"	"VBD"	"VB"	"ε"	"CC"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"did"	"not"	"hear"	"of"	"disappearance"	"when"	"it"	"was"	"announce"	"and"	"when"	"he"	"did"	"while"	"he"	"have"	"a"	"fleeting"	"suspicion"	"he"	"dismiss"	"it"	"if"	"person"	"had"	"had_a_finger_in"	"it"	"he"	"had"	"gotten_away_with"	"it"	"and"	"what"	"happen"	"to"	"supreme"	"bishop"	"worry"	"person"	"not"	"at_all"	"as_long_as"	"he"	"was"	"n't"	"bother"	
"2:32:00::"	"mama"	","	","	"``"	",_mama"	"mama_,"	",_``"	"''_,_mama"	",_mama_,"	"mama_,_``"	",_``_and"	"ε"	"ε"	"NN"	"VB"	"ε"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have"	"nine"	"hundred"	"and"	"eleven"	"in"	"our"	"charge"	"mama"	"announce"	"and"	"three"	"hundred"	"and"	"eighty"	"sunday_school"	"scholar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"steward"	"that"	"the"	"apprentice"	"the_steward"	"steward_that"	"that_apprentice"	",_the_steward"	"the_steward_that"	"steward_that_apprentice"	"that_apprentice_person"	"ε"	"DT"	"NN"	"VB"	"IN"	"NN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"prior"	"to"	"the"	"race"	"the"	"steward"	"announce"	"that"	"apprentice"	"person"	"is"	"suspend"	"ten"	"day"	"for"	"crowd"	"horse"	"and"	"cross"	"the"	"field"	"sharply"	"in"	"two"	"race"	"on"	"wednesday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"an"	"irony"	"emblematic"	"irony_,"	",_an"	"an_emblematic"	"platitudinous_irony_,"	"irony_,_an"	",_an_emblematic"	"an_emblematic_intent"	"JJ"	"NN"	"ε"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"sentence"	"with"	"platitudinous"	"irony"	"announce"	"an"	"emblematic"	"intent"	"the"	"way"	"to"	"the"	"churchyard"	"run_along"	"beside"	"the"	"highroad"	"run"	"beside"	"it"	"all_the_way"	"to"	"the"	"end"	"that_is_to_say"	"to"	"the"	"churchyard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
