"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"
"2:35:03::"	"person"	"as_many_as"	"season"	"25"	"season_person"	"person_as_many_as"	"as_many_as_25"	"previous_season_person"	"season_person_as_many_as"	"person_as_many_as_25"	"as_many_as_25_home_run"	"JJ"	"NN"	"NNP"	"VB"	"IN"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"four"	"of"	"nine"	"previous"	"season"	"person"	"hit"	"as_many_as"	"home_run"	"and"	"steal"	"as_many_as"	"base"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"-"	"attack"	"15"	"against"	"15_-"	"-_attack"	"attack_against"	"a_15_-"	"15_-_attack"	"-_attack_against"	"attack_against_a"	"DT"	"JJ"	"ε"	"NN"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"person"	"and"	"person"	"both"	"out_of_action"	"due_to"	"injury"	"group"	"champ"	"still"	"mount"	"a"	"hit"	"attack"	"against"	"a"	"parade"	"of"	"eight"	"group"	"pitcher"	"the"	"most"	"ever"	"use"	"by"	"one"	"team"	"in"	"a"	"series"	"game"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:00::"	"to"	"him"	"hand"	","	"hand_to"	"to_him"	"him_,"	"free_hand_to"	"hand_to_him"	"to_him_,"	"him_,_but"	"JJ"	"NN"	"TO"	"VB"	"PRP"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"bring_up"	"free"	"hand"	"to"	"hit"	"him"	"but"	"this"	"time"	"he"	"be"	"quicker"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"scattered"	"."	"three"	"∅"	"three_scattered"	"scattered_."	"._∅"	"yield_three_scattered"	"three_scattered_."	"scattered_._∅"	"._∅_∅"	"VB"	"JJ"	"JJ"	"NN"	"ε"	"ε"	"ε"	"first"	"five"	"frame"	"person"	"the"	"big"	"right-hander"	"who"	"figure"	"to"	"be"	"in_the_middle"	"of"	"group"	"plan"	"for"	"a"	"drive"	"on"	"the"	"group"	"pennant"	"hold"	"the"	"a"	"scoreless"	"while"	"yield"	"three"	"scattered"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"five"	"and"	"get"	"all"	"get_five"	"five_and"	"and_all"	"group_get_five"	"get_five_and"	"five_and_all"	"and_all_three"	"NNP"	"VB"	"JJ"	"NN"	"CC"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"get"	"five"	"hit"	"and"	"all"	"three"	"of"	"their"	"run"	"off"	"person"	"before"	"person"	"take_over"	"in"	"the"	"top"	"of"	"the"	"fourth"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"of"	","	"pair"	"double"	"pair_of"	"of_,"	",_double"	"a_pair_of"	"pair_of_,"	"of_,_double"	",_double_to"	"DT"	"NN"	"IN"	"NN"	"ε"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"get"	"a"	"run"	"in"	"the"	"first"	"inning"	"when"	"person"	"with"	"person"	"the"	"two"	"group"	"who"	"get"	"a"	"pair"	"of"	"hit"	"double"	"to"	"right"	"center"	"move"	"to"	"third"	"on"	"person"	"single"	"to"	"right"	"and"	"cross"	"on"	"person"	"wild_pitch"	"into"	"the"	"dirt"	"in_front"	"of"	"the"	"plate"	
"1:04:03::"	"straight"	"after"	"three"	"two"	"three_straight"	"straight_after"	"after_two"	"on_three_straight"	"three_straight_after"	"straight_after_two"	"after_two_be"	"IN"	"JJ"	"JJ"	"NN"	"IN"	"CD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"add"	"a"	"pair"	"of"	"in"	"the"	"third"	"on"	"three"	"straight"	"hit"	"after"	"two"	"be"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:03::"	"seven"	"pitching"	"the"	"of"	"the_seven"	"seven_pitching"	"pitching_of"	"before_the_seven"	"the_seven_pitching"	"seven_pitching_of"	"pitching_of_three"	"IN"	"DT"	"JJ"	"NN"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"unfortunately"	"person"	"teammate"	"be"	"not"	"in"	"such"	"festive"	"as"	"the"	"group"	"expire"	"before"	"the"	"seven"	"hit"	"pitching"	"of"	"three"	"kansas_city"	"rookie"	"hurler"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"did"	"two"	"group"	"quick"	"group_did"	"did_two"	"two_quick"	"the_group_did"	"group_did_two"	"did_two_quick"	"two_quick_strike"	"DT"	"NNP"	"VBD"	"VB"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"did"	"hit"	"two"	"quick"	"strike"	"in"	"the"	"final_period"	"against"	"the"	"group"	"but"	"dallas"	"have"	"enough"	"of"	"a"	"lead"	"to"	"hold_off"	"them"	"off"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:35:01::"	","	"him"	"halfback"	"and"	"halfback_,"	",_him"	"him_and"	"speedy_halfback_,"	"halfback_,_him"	",_him_and"	"him_and_guard"	"JJ"	"NN"	"ε"	"VB"	"PRP"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"group"	"make"	"themselves"	"a"	"comforting"	"break"	"on"	"the"	"opening"	"kickoff"	"when"	"denver"	"person"	"was"	"jar"	"loose"	"from"	"the"	"when"	"person"	"the"	"speedy"	"halfback"	"hit"	"him"	"and"	"guard"	"person"	"claim"	"it"	"for"	"dallas"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
