"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"
"1:28:00::"	"tuesday"	"in"	"hold"	"location"	"hold_tuesday"	"tuesday_in"	"in_location"	"meeting_hold_tuesday"	"hold_tuesday_in"	"tuesday_in_location"	"in_location_bring"	"NN"	"VB"	"NN"	"NN"	"IN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"state"	"gop"	"chairman"	"say"	"meeting"	"hold"	"tuesday"	"night"	"in"	"location"	"bring"	"enthusiastic"	"response"	"from"	"the"	"audience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"sunday"	"there"	"say"	"be"	"say_sunday"	"sunday_there"	"there_be"	"person_say_sunday"	"say_sunday_there"	"sunday_there_be"	"there_be_research"	"NNP"	"VB"	"NN"	"NN"	"EX"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"sunday"	"night"	"there"	"be"	"research"	"being"	"do"	"on"	"whether"	"the"	"quickie"	"vote"	"on"	"the"	"increase"	"can"	"be"	"repeal"	"outright"	"or"	"whether"	"notice"	"would"	"have"	"to"	"first"	"be"	"give"	"that"	"reconsideration"	"of"	"the"	"action"	"would"	"be"	"seek"	
"1:28:00::"	"as"	"."	"dark"	"∅"	"dark_as"	"as_."	"._∅"	"as_dark_as"	"dark_as_."	"as_._∅"	"._∅_∅"	"RB"	"JJ"	"IN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"person"	"first"	"open"	"the"	"door"	"on_it"	"all"	"these"	"shade"	"tightly"	"draw"	"and"	"the"	"whole"	"studio"	"be"	"as"	"dark"	"as"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"next"	"."	"that"	"∅"	"that_next"	"next_."	"._∅"	"out_that_next"	"that_next_."	"next_._∅"	"._∅_∅"	"RB"	"IN"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"ten"	"man"	"on"	"the"	"which"	"person"	"lead"	"out"	"that"	"next"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"."	"in"	"∅"	"in_the"	"the_."	"._∅"	"glow_in_the"	"in_the_."	"the_._∅"	"._∅_∅"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"soon"	"they"	"were"	"pick"	"their"	"way"	"along"	"edge"	"of"	"the"	"stream"	"which"	"glow"	"in"	"the"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"christmas"	","	"on"	"they"	"on_christmas"	"christmas_,"	",_they"	"∅_on_christmas"	"on_christmas_,"	"christmas_,_they"	",_they_had"	"ε"	"IN"	"NN"	"NN"	"ε"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"christmas"	"night"	"they"	"had"	"had"	"a"	"disagreement"	"about"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"second"	"he"	"the"	"be"	"the_second"	"second_he"	"he_be"	"by_the_second"	"the_second_he"	"second_he_be"	"he_be_in"	"IN"	"DT"	"JJ"	"NN"	"PRP"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"the"	"second"	"day"	"person"	"begin"	"worry"	"and"	"by"	"the"	"second"	"night"	"he"	"be"	"in"	"a"	"state"	"of"	"panic"	"he"	"could"	"see"	"nothing"	"out"	"of"	"the"	"afflicted"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"that"	"it"	"o'clock"	"be"	"o'clock_that"	"that_it"	"it_be"	"five_o'clock_that"	"o'clock_that_it"	"that_it_be"	"it_be_already"	"JJ"	"RB"	"IN"	"NN"	"PRP"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"at"	"o'clock"	"that"	"night"	"it"	"be"	"already"	"dark"	"and"	"behind"	"my"	"closed"	"door"	"i"	"was"	"dress"	"as"	"carefully"	"as"	"a"	"groom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"their"	"of"	"launch"	"merrymaking"	"launch_their"	"their_of"	"of_merrymaking"	"to_launch_their"	"launch_their_of"	"their_of_merrymaking"	"of_merrymaking_."	"TO"	"VB"	"PRP$"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"a"	"quarter"	"of"	"seven"	"when"	"the"	"crowd"	"washed_me_up"	"among"	"the"	"gallant"	"had"	"establish"	"the"	"location"	"steps"	"as"	"the"	"beachhead"	"from"	"which"	"to"	"launch"	"their"	"night"	"of"	"merrymaking"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"warm"	"and"	"the"	"the"	"the_warm"	"warm_and"	"and_the"	"with_the_warm"	"the_warm_and"	"warm_and_the"	"and_the_still"	"IN"	"DT"	"JJ"	"NN"	"CC"	"DT"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_the_meantime"	"he"	"be"	"with"	"the"	"warm"	"night"	"and"	"the"	"still"	"more"	"pleasing"	"company"	"of"	"his"	"water_brother"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"at"	"along"	"approach"	"the"	"approach_at"	"at_along"	"along_the"	"are_approach_at"	"approach_at_along"	"at_along_the"	"along_the_street"	"VBP"	"VB"	"IN"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"think"	"that"	"we"	"are"	"here"	"also"	"talk_about"	"the"	"kind"	"of"	"fear"	"a"	"young"	"boy"	"have"	"for"	"a"	"group"	"of"	"boy"	"who"	"are"	"approach"	"at"	"night"	"along"	"the"	"street"	"of"	"a"	"large"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	","	"of"	"a"	"of_the"	"the_,"	",_a"	"double_of_the"	"of_the_,"	"the_,_a"	",_a_blast"	"NN"	"IN"	"DT"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"ninth"	"person"	"lead"	"off"	"his"	"second"	"double"	"of"	"the"	"night"	"a"	"blast"	"off"	"the"	"fence"	"foot"	"deep"	"into"	"left"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"tomorrow"	"of"	"opening"	"a"	"opening_tomorrow"	"tomorrow_of"	"of_a"	"the_opening_tomorrow"	"opening_tomorrow_of"	"tomorrow_of_a"	"of_a_two"	"DT"	"NN"	"NN"	"NN"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"will"	"engage"	"in"	"his"	"first"	"at"	"location"	"prior"	"to"	"the"	"opening"	"tomorrow"	"night"	"of"	"a"	"two"	"game"	"weekend"	"series"	"with"	"the"	"new_york"	"group"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"at"	","	"left_hand"	"which"	"left_hand_at"	"at_,"	",_which"	"the_left_hand_at"	"left_hand_at_,"	"at_,_which"	",_which_awaken"	"DT"	"NN"	"IN"	"NN"	"ε"	"WDT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"write"	"does"	"numbness"	"the"	"left_hand"	"at"	"night"	"which"	"awaken"	"the"	"person"	"indicate"	"brain_tumor"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"february"	"."	"the"	"∅"	"the_february"	"february_."	"._∅"	"in_the_february"	"the_february_."	"february_._∅"	"._∅_∅"	"IN"	"DT"	"NN"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"white"	"clad"	"tree"	"like"	"specter"	"in"	"the"	"february"	"night"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"at"	","	"ridge"	"had"	"ridge_at"	"at_,"	",_had"	"the_ridge_at"	"ridge_at_,"	"at_,_had"	",_had_hear"	"DT"	"NN"	"IN"	"NN"	"ε"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"have"	"no"	"idea"	"what"	"they"	"were"	"talk"	"of"	"although"	"she"	"had"	"see"	"blue"	"light"	"and"	"strange"	"fire"	"burn"	"and"	"wink"	"on"	"the"	"ridge"	"at"	"night"	"had"	"hear"	"horseman"	"on"	"the"	"location"	"and"	"hill"	"trail"	"through"	"the"	"night"	"till"	"dawn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"the"	"till"	"through"	"dawn"	"through_the"	"the_till"	"till_dawn"	"trail_through_the"	"through_the_till"	"the_till_dawn"	"till_dawn_."	"NN"	"IN"	"DT"	"NN"	"IN"	"NN"	"ε"	"no"	"idea"	"what"	"they"	"were"	"talk"	"of"	"although"	"she"	"had"	"see"	"the"	"blue"	"light"	"and"	"strange"	"fire"	"burn"	"and"	"wink"	"on"	"the"	"ridge"	"at"	"night"	"had"	"hear"	"horseman"	"on"	"the"	"location"	"and"	"hill"	"trail"	"the"	"night"	"till"	"dawn"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"still"	"in"	"seem"	"there"	"seem_still"	"still_in"	"in_there"	"it_seem_still"	"seem_still_in"	"still_in_there"	"in_there_."	"PRP"	"VB"	"RB"	"NN"	"IN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"metal"	"shutter"	"closed"	"the"	"dining_room"	"so"	"dark"	"that"	"it"	"seem"	"still"	"night"	"in"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"last"	","	"late"	"dear"	"late_last"	"last_,"	",_dear"	"quite_late_last"	"late_last_,"	"last_,_dear"	",_dear_."	"RB"	"RB"	"JJ"	"NN"	"ε"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"old-fashioned"	"mother"	"say"	"to"	"her"	"modern"	"daughter"	"must"	"have"	"get_in"	"quite"	"late"	"last"	"night"	"dear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"moonlit"	"was"	"the"	"make_for"	"the_moonlit"	"moonlit_was"	"was_make_for"	"∅_the_moonlit"	"the_moonlit_was"	"moonlit_was_make_for"	"was_make_for_romance"	"ε"	"DT"	"JJ"	"NN"	"VBD"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"moonlit"	"night"	"was"	"make_for"	"romance"	"and"	"he"	"had"	"been"	"look"	"at"	"her"	"soulfully"	"for"	"some"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
