"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"
"4:02:00::"	"'s"	"precious"	"life"	"treasure"	"life_'s"	"'s_precious"	"precious_treasure"	"perhaps_life_'s"	"life_'s_precious"	"'s_precious_treasure"	"precious_treasure_."	"RB"	"NN"	"POS"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"true"	"idea"	"be"	"important"	"life"	"most"	"precious"	"treasure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"∅"	"assuredly"	"∅"	"idea"	"∅_∅"	"∅_assuredly"	"assuredly_idea"	"∅_∅_∅"	"∅_∅_assuredly"	"∅_assuredly_idea"	"assuredly_idea_be"	"ε"	"ε"	"ε"	"RB"	"RB"	"NN"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"assuredly"	"idea"	"be"	"invaluable"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"beautiful"	"be"	"thing"	"be_the"	"the_beautiful"	"beautiful_thing"	"family_be_the"	"be_the_beautiful"	"the_beautiful_thing"	"beautiful_thing_in"	"NN"	"VB"	"RB"	"RB"	"JJ"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have_got"	"father"	"and"	"mother"	"and"	"each_other"	"say"	"person"	"on"	"the"	"first"	"page"	"of"	"person"	"and"	"i"	"do"	"think"	"that"	"family"	"be"	"the"	"most"	"beautiful"	"thing"	"in"	"all"	"the"	"world"	"burst_out"	"person"	"some"	"five_hundred"	"page"	"later"	"in"	"that"	"popular"	"story"	"of"	"the"	"person"	"family"	"which"	"had"	"first"	"appear"	"when"	"person"	"be"	"eight"	"and"	"the"	"person"	"family"	"as"	"it"	"develop"	"bear"	"a"	"striking"	"resemblance"	"to"	"the"	"person"	"0"	"0"	"0"	"0"	
"3:00:02::"	"for"	"people"	"income_tax_return"	"because"	"income_tax_return_for"	"for_people"	"people_because"	"file_income_tax_return_for"	"income_tax_return_for_people"	"for_people_because"	"people_because_they"	"VB"	"NN"	"IN"	"JJ"	"NN"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"april"	"be"	"usually"	"the"	"final"	"for"	"file"	"income_tax_return"	"for"	"most"	"people"	"because"	"they"	"use"	"the"	"calendar_year"	"end"	"on"	"december"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"gratifying"	"of"	"application"	"of_the"	"the_gratifying"	"gratifying_application"	"one_of_the"	"of_the_gratifying"	"the_gratifying_application"	"gratifying_application_of"	"JJ"	"IN"	"RB"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"the"	"most"	"gratifying"	"application"	"of"	"an"	"important"	"technique"	"of"	"submarine"	"detection"	"be"	"in"	"the"	"exploration"	"of"	"the"	"human_body"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"common"	"∅"	"type"	"∅_the"	"the_common"	"common_type"	"∅_∅_the"	"∅_the_common"	"the_common_type"	"common_type_of"	"ε"	"ε"	"RB"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"common"	"type"	"of"	"letter"	"be"	"that"	"of"	"soldier"	"husband"	"to"	"their"	"wife"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"damaging"	"of"	"tsunami"	"of_the"	"the_damaging"	"damaging_tsunami"	"one_of_the"	"of_the_damaging"	"the_damaging_tsunami"	"damaging_tsunami_on"	"NN"	"IN"	"RB"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"the"	"most"	"damaging"	"tsunami"	"on"	"record"	"follow"	"the"	"famous"	"lisbon"	"earthquake"	"of"	"november"	"its"	"wave"	"persist"	"for"	"a"	"week"	"and"	"were"	"feel"	"as"	"faraway"	"as"	"the"	"english"	"coast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"varied"	"express"	"and"	"express_the"	"the_varied"	"varied_and"	"for_express_the"	"express_the_varied"	"the_varied_and"	"varied_and_intense"	"IN"	"VB"	"RB"	"RB"	"JJ"	"CC"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"find"	"for_example"	"that"	"a"	"terse"	"and"	"stereotyped"	"verbal"	"expression"	"seem"	"at_first"	"to"	"be"	"a"	"mere"	"hollow"	"reveal"	"itself"	"over"	"the"	"month"	"of"	"therapy"	"as"	"the"	"vehicle"	"for"	"express"	"the"	"most"	"varied"	"and"	"intense"	"feeling"	"and"	"the"	"most"	"unconventional"	"of"	"meaning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"unconventional"	"and"	"of"	"and_the"	"the_unconventional"	"unconventional_of"	",_and_the"	"and_the_unconventional"	"the_unconventional_of"	"unconventional_of_meaning"	"ε"	"CC"	"RB"	"RB"	"JJ"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"find"	"for_example"	"that"	"a"	"terse"	"and"	"stereotyped"	"verbal"	"expression"	"seem"	"at_first"	"to"	"be"	"a"	"mere"	"hollow"	"convention"	"reveal"	"itself"	"over"	"the"	"month"	"of"	"therapy"	"as"	"the"	"vehicle"	"for"	"the"	"most"	"varied"	"and"	"intense"	"feeling"	"and"	"the"	"most"	"unconventional"	"of"	"meaning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"outstanding"	"do"	"job"	"do_the"	"the_outstanding"	"outstanding_job"	",_do_the"	"do_the_outstanding"	"the_outstanding_job"	"outstanding_job_of"	"ε"	"VB"	"RB"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"somewhat"	"to"	"his"	"surprise"	"he"	"find"	"that"	"one"	"girl"	"whom"	"he"	"would"	"never"	"have"	"consider"	"for"	"the"	"job"	"since"	"she"	"had"	"appear"	"somewhat"	"and"	"also"	"had"	"be"	"in"	"the"	"office"	"a"	"relatively"	"short"	"time"	"do"	"the"	"most"	"outstanding"	"job"	"of"	"play"	"the"	"role"	"of"	"receptionist"	"show"	"wit"	"sparkle"	"and"	"aplomb"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"powerful"	"perhaps"	"and"	"perhaps_the"	"the_powerful"	"powerful_and"	"∅_perhaps_the"	"perhaps_the_powerful"	"the_powerful_and"	"powerful_and_most"	"ε"	"RB"	"RB"	"RB"	"JJ"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"most"	"powerful"	"and"	"most"	"frequently"	"recur"	"literary"	"influence"	"on"	"the"	"western"	"world"	"has"	"be"	"that"	"of"	"the"	"old_testament"	"and"	"new_testament"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"frequently"	"powerful"	"recur"	"powerful_and"	"and_frequently"	"frequently_recur"	"most_powerful_and"	"powerful_and_frequently"	"and_frequently_recur"	"frequently_recur_literary"	"RB"	"JJ"	"CC"	"RB"	"RB"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"the"	"powerful"	"and"	"most"	"frequently"	"recur"	"literary"	"influence"	"on"	"the"	"western"	"world"	"has"	"be"	"that"	"of"	"the"	"old_testament"	"and"	"new_testament"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"since"	"state"	","	"require"	",_since"	"since_state"	"state_require"	"list_,_since"	",_since_state"	"since_state_require"	"state_require_feed"	"VB"	"ε"	"IN"	"JJ"	"NN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"drug"	"chemical"	"name"	"list"	"since"	"most"	"state"	"require"	"feed"	"processor"	"to"	"use"	"this"	"name"	"instead"	"of"	"the"	"trade_name"	"on"	"the"	"feed"	"tag"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"and"	"likely"	"first"	"suspect"	"first_and"	"and_likely"	"likely_suspect"	"the_first_and"	"first_and_likely"	"and_likely_suspect"	"likely_suspect_,"	"DT"	"JJ"	"CC"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"once_again"	"person"	"be"	"first"	"and"	"most"	"likely"	"suspect"	"and"	"he"	"was"	"bring_in"	"for"	"questioning"	"immediately"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"that"	"watercolor"	"convinced"	"suffer"	"convinced_that"	"that_watercolor"	"watercolor_suffer"	"thoroughly_convinced_that"	"convinced_that_watercolor"	"that_watercolor_suffer"	"watercolor_suffer_because"	"RB"	"JJ"	"IN"	"JJ"	"NN"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"be"	"convinced"	"that"	"most"	"watercolor"	"suffer"	"because"	"the"	"artist"	"expect"	"nature"	"will"	"do"	"his"	"composing"	"for"	"him"	"as"	"a"	"result"	"such"	"picture"	"be"	"only"	"a"	"literal"	"translation"	"of"	"what"	"the"	"artist"	"find"	"in"	"the"	"scene"	"before"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"by"	"watercolorist"	"use"	","	"use_by"	"by_watercolorist"	"watercolorist_,"	"those_use_by"	"use_by_watercolorist"	"by_watercolorist_,"	"watercolorist_,_for"	"DT"	"VB"	"IN"	"JJ"	"NN"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"brush"	"be"	"different"	"those"	"use"	"by"	"most"	"watercolorist"	"for"	"i"	"combine"	"the"	"sable"	"and"	"the"	"bristle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:01::"	"that"	"landscape"	"person"	"can"	"person_that"	"that_landscape"	"landscape_can"	"teach_person_that"	"person_that_landscape"	"that_landscape_can"	"landscape_can_be"	"VB"	"NNP"	"IN"	"JJ"	"NN"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"long"	"observation"	"teach"	"person"	"that"	"most"	"landscape"	"can"	"be"	"reduce"	"to"	"three"	"essential"	"plane"	"a"	"foreground"	"in"	"sharp"	"focus"	"either"	"a"	"light"	"area"	"with"	"dark"	"accent"	"or"	"a"	"dark"	"one"	"with"	"light"	"a"	"middle_distance"	"often"	"contain"	"the"	"major"	"motif"	"and"	"a"	"background"	"usually"	"a"	"silhouette"	"form"	"foil"	"against"	"the"	"sky"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	","	"beautifully"	"textured"	"tinted"	"textured_,"	",_beautifully"	"beautifully_tinted"	"delicately_textured_,"	"textured_,_beautifully"	",_beautifully_tinted"	"beautifully_tinted_hair"	"RB"	"JJ"	"ε"	"RB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"over"	"the"	"rapidly"	"diminishing"	"outline"	"of"	"a"	"jump_seat"	"pile"	"high"	"with"	"luggage"	"person"	"black"	"brush_cut"	"be"	"just"	"near"	"or"	"enviably"	"near"	"that"	"spot"	"where"	"hidden"	"more"	"delicately"	"textured"	"most"	"beautifully"	"tinted"	"hair"	"must"	"still"	"be"	"stream"	"back"	"in"	"cool"	"oh"	"cool"	"wind"	"sweetly"	"perfumed"	"with"	"sagebrush"	"and"	"yucca"	"flower"	"and"	"engine"	"fumes"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"enterprising"	"not"	","	"not_the"	"the_enterprising"	"enterprising_,"	"be_not_the"	"not_the_enterprising"	"the_enterprising_,"	"enterprising_,_person"	"VB"	"RB"	"RB"	"RB"	"JJ"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"aside"	"from"	"the"	"fact"	"that"	"business"	"be"	"slow"	"time_of_year"	"and"	"his"	"one"	"salesgirl"	"be"	"not"	"the"	"most"	"enterprising"	"person"	"have"	"no"	"worry"	"at_all"	"and"	"he"	"say"	"as"	"much"	"to"	"person"	"who"	"sit"	"across"	"from"	"him"	"in"	"civilian"	"clothes"	"on"	"a"	"jiffy-couch-a-bed"	"mauve"	"velour"	"nothing"	"down"	"special"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"have"	"child"	"grade"	"have"	"grade_have"	"have_child"	"child_have"	"third_grade_have"	"grade_have_child"	"have_child_have"	"child_have_ample"	"JJ"	"NN"	"VBP"	"JJ"	"NN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"individual"	"difference"	"in"	"maturation"	"and"	"the"	"development"	"of"	"readiness"	"for"	"to"	"read"	"indicate"	"that"	"not"	"until"	"the"	"third"	"grade"	"have"	"most"	"child"	"have"	"ample"	"opportunity"	"to"	"demonstrate"	"their"	"capacity"	"for"	"school"	"achievement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"the"	"striking"	"∅"	"aspect"	"∅_the"	"the_striking"	"striking_aspect"	"∅_∅_the"	"∅_the_striking"	"the_striking_aspect"	"striking_aspect_of"	"ε"	"ε"	"RB"	"RB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"striking"	"aspect"	"of"	"the"	"interaction"	"demonstrate"	"be"	"the"	"marked"	"decrement"	"in"	"performance"	"suffer"	"by"	"the"	"highly"	"anxious"	"child"	"in"	"unstructured"	"school"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"``"	"jew"	":"	"do"	":_``"	"``_jew"	"jew_do"	"remark_:_``"	":_``_jew"	"``_jew_do"	"jew_do_n't"	"VB"	"ε"	"ε"	"JJ"	"NN"	"VBP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"teenager"	"most"	"jew"	"do"	"n't"	"believe_in"	"god"	"but"	"they"	"believe_in"	"people"	"in"	"help"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"for"	"group"	"∅"	"student"	"∅_for"	"for_group"	"group_student"	"∅_∅_for"	"∅_for_group"	"for_group_student"	"group_student_,"	"ε"	"ε"	"IN"	"JJ"	"NNP"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"group"	"student"	"college"	"be"	"at_once"	"a"	"perpetuation"	"of"	"their"	"ethnic"	"attachment"	"and"	"a"	"breaking_away"	"from"	"the"	"cage"	"of"	"neighborhood"	"and"	"family"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"3:00:02::"	"but"	"of"	","	"new_york"	",_but"	"but_of"	"of_new_york"	"continue_,_but"	",_but_of"	"but_of_new_york"	"of_new_york_'s"	"VB"	"ε"	"CC"	"JJ"	"JJ"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"battle"	"of"	"drib-drool"	"continue"	"but"	"most"	"of"	"new_york"	"knowing"	"sophisticate"	"of"	"abstract_expressionism"	"are"	"stamp"	"their"	"foot"	"impatiently"	"in"	"expectation"	"of"	"v"	"for"	"vindication"	"day"	"september"	"first"	"when"	"person"	"first"	"one-man"	"show"	"open"	"at"	"the"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
