"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"
"1:18:02::"	"little"	"look"	"that"	"."	"that_little"	"little_look"	"look_."	"have_that_little"	"that_little_look"	"little_look_."	"look_._∅"	"VB"	"IN"	"JJ"	"NN"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"go"	"downstairs"	"with"	"the"	"tray"	"person"	"wish"	"he"	"could"	"have"	"give_in"	"to"	"person"	"but"	"know"	"better"	"than"	"to"	"do"	"what"	"she"	"say"	"when"	"she"	"have"	"that"	"little"	"girl"	"look"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"laugh"	"∅"	"."	"∅_the"	"the_laugh"	"laugh_."	"∅_∅_the"	"∅_the_laugh"	"the_laugh_."	"laugh_._∅"	"ε"	"ε"	"DT"	"NN"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"girl"	"laugh"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"say"	","	"."	",_the"	"the_say"	"say_."	"''_,_the"	",_the_say"	"the_say_."	"say_._∅"	"ε"	"ε"	"DT"	"NN"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"put_down"	"the"	"rifle"	"down"	"the"	"girl"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"tap"	"∅"	"the"	"∅_the"	"the_tap"	"tap_the"	"∅_∅_the"	"∅_the_tap"	"the_tap_the"	"tap_the_quirt"	"ε"	"ε"	"DT"	"NN"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"girl"	"tap"	"the"	"quirt"	"impatiently"	"against"	"her"	"knee"	"and"	"glare"	"at"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"say"	","	","	",_the"	"the_say"	"say_,"	"''_,_the"	",_the_say"	"the_say_,"	"say_,_and_then"	"ε"	"ε"	"DT"	"NN"	"VB"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"work"	"for"	"my"	"the"	"girl"	"say"	"and_then"	"seem"	"to"	"change"	"her"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:01::"	"their"	"and"	"hug"	"their"	"hug_their"	"their_and"	"and_their"	"already_hug_their"	"hug_their_and"	"their_and_their"	"and_their_rationed"	"RB"	"VB"	"PRP$"	"NN"	"CC"	"PRP$"	"JJ"	"i"	"ascend"	"to_it"	"with"	"my"	"fellow"	"subway"	"traveller"	"all"	"dress"	"as"	"if"	"for"	"a"	"huge"	"wedding"	"in"	"a"	"family"	"of"	"which"	"we"	"be"	"all"	"distant"	"member"	"be"	"nearly"	"impassable"	"the"	"sidewalk"	"swarming_with"	"celebrant"	"with"	"bundled-up"	"sailor"	"and"	"soldier"	"already"	"hug"	"their"	"and"	"their"	"rationed"	"bottle"	"of"	"whiskey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	"behave"	"way"	"because"	"way_the"	"the_behave"	"behave_because"	"the_way_the"	"way_the_behave"	"the_behave_because"	"behave_because_pattern"	"DT"	"NN"	"DT"	"NN"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"could"	"n't"	"reconstruct"	"crime"	"from"	"the"	"way"	"the"	"girl"	"behave"	"because"	"pattern"	"keep"	"shift"	"abc"	"vs"	"d"	"then"	"bcd"	"vs"	"a"	"or"	"ab"	"vs"	"cd"	"or"	"ad"	"vs"	"cb"	"through"	"all"	"way"	"that"	"four"	"woman"	"can"	"gang_up"	"on"	"each"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:03::"	"old"	"have"	"the"	"n't"	"the_old"	"old_have"	"have_n't"	"imagine_the_old"	"the_old_have"	"old_have_n't"	"have_n't_miss"	"VB"	"DT"	"JJ"	"NN"	"VB"	"RB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"imagine"	"old"	"girl"	"have"	"n't"	"miss"	"us"	"much"	"location"	"add"	"his"	"eye"	"on"	"the"	"road"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"pretty"	"stand"	"that"	"next"	"that_pretty"	"pretty_stand"	"stand_next"	"see_that_pretty"	"that_pretty_stand"	"pretty_stand_next"	"stand_next_to"	"VB"	"IN"	"JJ"	"NN"	"VB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"you"	"see"	"pretty"	"girl"	"stand"	"next"	"to"	"the"	"car"	"with"	"slacks"	"on"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"haul"	"to"	"for"	"dance"	"for_haul"	"haul_to"	"to_dance"	",_for_haul"	"for_haul_to"	"haul_to_dance"	"to_dance_."	"ε"	"IN"	"VB"	"NN"	"TO"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"not"	"unlike"	"the"	"order"	"receive"	"by"	"the"	"sergeant"	"of"	"an"	"army"	"motor_pool"	"truck"	"to"	"location"	"gym"	"tonight"	"for"	"haul"	"girl"	"to"	"dance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
