"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"
"2:30:00::"	"had"	"with"	"which"	"the"	"which_had"	"had_with"	"with_the"	",_which_had"	"which_had_with"	"had_with_the"	"with_the_appearance"	"ε"	"WDT"	"VBD"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"nostalgia"	"week"	"at"	"which"	"had"	"begin"	"with"	"the"	"appearance"	"of"	"the"	"year-old"	"mischa_elman"	"on"	"tuesday"	"night"	"continue"	"last"	"night"	"as"	"lily_pons"	"lead"	"the"	"list"	"of"	"celebrities"	"in"	"an"	"evening"	"of"	"french"	"operatic"	"excerpts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"∅"	"july"	"∅"	"4"	"∅_∅"	"∅_july"	"july_4"	"∅_∅_∅"	"∅_∅_july"	"∅_july_4"	"july_4_,"	"ε"	"ε"	"ε"	"VB"	"NNP"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"july"	"there"	"will"	"be"	"an"	"orchestra"	"play"	"nightly"	"except"	"sunday"	"and"	"monday"	"for"	"the"	"summer"	"season"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"war"	"there"	"present"	"have"	"present_war"	"war_there"	"there_have"	"the_present_war"	"present_war_there"	"war_there_have"	"there_have_be"	"DT"	"JJ"	"NN"	"VB"	"EX"	"VBP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from_time_to_time"	"since"	"present"	"war"	"begin"	"there"	"have"	"be"	"reports"	"that"	"one"	"or"	"more"	"of"	"the"	"axis"	"powers"	"were"	"seriously"	"contemplate"	"use"	"of"	"poisonous"	"gas"	"or"	"noxious"	"gases"	"or"	"inhumane"	"devices"	"of"	"warfare"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"was"	","	"italy"	"and"	"italy_was"	"was_,"	",_and"	"of_italy_was"	"italy_was_,"	"was_,_and"	",_and_roosevelt"	"IN"	"NNP"	"VBD"	"VB"	"ε"	"CC"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"following"	"month"	"invasion"	"of"	"italy"	"was"	"begin"	"and"	"roosevelt"	"gave"	"effect"	"to"	"his"	"warning"	"by"	"consent"	"to"	"the"	"stockpiling"	"of"	"poison_gas"	"in"	"southern"	"italy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"that"	"with"	"continuity"	"the"	"continuity_that"	"that_with"	"with_the"	"subjective_continuity_that"	"continuity_that_with"	"that_with_the"	"with_the_feeling"	"JJ"	"NN"	"WDT"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"midi_garth"	"also"	"believe"	"subjective"	"continuity"	"that"	"begin"	"with"	"the"	"feeling"	"engender"	"by"	"an"	"initial"	"movement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"that"	"at"	"libraries"	"albany"	"libraries_that"	"that_at"	"at_albany"	"in_libraries_that"	"libraries_that_at"	"that_at_albany"	"at_albany_as"	"IN"	"NNS"	"WDT"	"VB"	"RB"	"NNP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"both"	"these"	"types"	"and"	"those"	"in_between"	"be"	"in"	"existence"	"reason"	"of"	"a"	"legislative"	"interest"	"in"	"libraries"	"that"	"begin"	"at"	"albany"	"as"	"early"	"as"	"with"	"the"	"creation"	"by"	"the"	"legislature"	"of"	"county"	"library"	"systems"	"finance"	"by"	"county"	"governments"	"with"	"matching"	"funds"	"from"	"the"	"state"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"palace_hotel"	"serve"	"the"	"an"	"the_palace_hotel"	"palace_hotel_serve"	"serve_an"	"'s_the_palace_hotel"	"the_palace_hotel_serve"	"palace_hotel_serve_an"	"serve_an_oyster"	"POS"	"DT"	"NNP"	"VB"	"VB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"palace_hotel"	"begin"	"serve"	"an"	"oyster"	"dish"	"name"	"after"	"its"	"manager"	"john_c._kirkpatrick"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"matters"	"to"	"sexual"	"be"	"sexual_matters"	"matters_to"	"to_be"	"when_sexual_matters"	"sexual_matters_to"	"matters_to_be"	"to_be_discuss"	"WRB"	"JJ"	"NNS"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_recent_times"	"when"	"matters"	"begin"	"to"	"be"	"discuss"	"more"	"scientifically"	"and"	"more"	"openly"	"the"	"emotional"	"aspects"	"of"	"virginity"	"receive"	"considerable"	"attention"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"manuals"	"to"	"marriage"	"advise"	"marriage_manuals"	"manuals_to"	"to_advise"	"and_marriage_manuals"	"marriage_manuals_to"	"manuals_to_advise"	"to_advise_that"	"CC"	"NN"	"NNS"	"VB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"gynecologists"	"marriage"	"manuals"	"begin"	"to"	"advise"	"that"	"the"	"bride"	"should"	"consult"	"a"	"physician"	"before"	"marriage"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"volumes"	"on_the_left"	"earliest"	"and"	"earliest_volumes"	"volumes_on_the_left"	"on_the_left_and"	"the_earliest_volumes"	"earliest_volumes_on_the_left"	"volumes_on_the_left_and"	"on_the_left_and_progress"	"DT"	"JJS"	"NNS"	"VB"	"RB"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"a"	"tour"	"around"	"the"	"stacks"	"find"	"that"	"the"	"earliest"	"volumes"	"begin"	"on_the_left"	"and"	"progress"	"clockwise"	"around"	"the"	"room"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"was"	"to"	"hank"	"feel"	"hank_was"	"was_to"	"to_feel"	"∅_hank_was"	"hank_was_to"	"was_to_feel"	"to_feel_sharp"	"ε"	"NNP"	"VBD"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"was"	"begin"	"to"	"feel"	"sharp"	"concern"	"for"	"mr._black"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"who"	"work"	","	"at"	",_who"	"who_work"	"work_at"	"truck_,_who"	",_who_work"	"who_work_at"	"work_at_1"	"NN"	"ε"	"WP"	"VB"	"NN"	"VB"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"driver"	"of"	"dairy"	"truck"	"who"	"begin"	"work"	"at"	"a."	"m."	"finish"	"before"	"breakfast"	"then"	"go_out"	"and"	"grow"	"a"	"garden"	"and"	"who"	"has"	"use"	"the"	"cannery"	"to"	"save"	"and"	"feed"	"a"	"family"	"of"	"five"	"ask"	"what"	"in"	"the"	"world"	"will"	"we"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"on"	"events"	"may"	"events_,"	",_on"	"on_may"	"of_events_,"	"events_,_on"	",_on_may"	"on_may_28"	"IN"	"NNS"	"ε"	"VB"	"IN"	"NNP"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"center"	"around"	"this"	"historic"	"old"	"structure"	"a"	"group"	"of"	"public-spirited"	"barbour_county"	"have"	"organize"	"and"	"plan"	"a"	"week-long"	"series"	"of"	"events"	"begin"	"on"	"may"	"th"	"and"	"continue"	"through"	"june"	"rd"	"to"	"observe"	"most"	"appropriately"	"the"	"centennial"	"of"	"the"	"first"	"land"	"engagement"	"of"	"the"	"civil_war"	"at"	"philippi"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"strain"	"to"	"and"	"tell_on"	"and_strain"	"strain_to"	"to_tell_on"	"heat_and_strain"	"and_strain_to"	"strain_to_tell_on"	"to_tell_on_the"	"NN"	"CC"	"NN"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"and"	"strain"	"begin"	"to"	"tell_on"	"the"	"beardens"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"captain_rickards"	"taxi"	"and"	"toward"	"and_captain_rickards"	"captain_rickards_taxi"	"taxi_toward"	",_and_captain_rickards"	"and_captain_rickards_taxi"	"captain_rickards_taxi_toward"	"taxi_toward_the"	"ε"	"CC"	"NNP"	"VB"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"tower"	"clear"	"the"	"plane"	"for"	"at"	"a."	"m."	"and"	"captain_rickards"	"begin"	"taxi"	"toward"	"the"	"runway"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"just"	"on"	"had"	"the"	"had_just"	"just_on"	"on_the"	",_had_just"	"had_just_on"	"just_on_the"	"on_the_senate"	"ε"	"VBD"	"RB"	"VB"	"IN"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"debate"	"on"	"the"	"all-important"	"foreign-aid"	"bill"	"with"	"controversial"	"long-range"	"proposals"	"had"	"just"	"begin"	"on"	"the"	"senate"	"floor"	"at"	"the"	"weekend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"which"	"about"	","	"six"	",_which"	"which_about"	"about_six"	"apartments_,_which"	",_which_about"	"which_about_six"	"about_six_years"	"NNS"	"ε"	"WDT"	"VB"	"IN"	"CD"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"share"	"of"	"the"	"new"	"market"	"enjoy"	"by"	"apartments"	"which"	"begin"	"about"	"six"	"years"	"ago"	"has"	"more_than"	"triple"	"within"	"that"	"span"	"of"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"congo"	"with"	"the"	"the"	"the_congo"	"congo_with"	"with_the"	"of_the_congo"	"the_congo_with"	"congo_with_the"	"with_the_old"	"IN"	"DT"	"NNP"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"philosopher"	"may"	"point_out"	"the"	"troubles"	"of"	"the"	"congo"	"begin"	"with"	"the"	"old"	"adam"	"and"	"consequently"	"will"	"never"	"end"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"story"	"with"	"fascinating"	"a"	"fascinating_story"	"story_with"	"with_a"	"this_fascinating_story"	"fascinating_story_with"	"story_with_a"	"with_a_sketch"	"DT"	"JJ"	"NN"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"story"	"begin"	"with"	"a"	"sketch"	"rich_in"	"personal"	"detail"	"of"	"the"	"glancing"	"mutual"	"impact"	"of"	"world_war"	"and"	"the"	"two"	"instalments"	"of"	"the"	"russian_revolution"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	","	"the"	"''"	"kathleen_raine"	"''_,"	",_the"	"the_kathleen_raine"	"water_''_,"	"''_,_the"	",_the_kathleen_raine"	"the_kathleen_raine_poem"	"NN"	"ε"	"ε"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"has"	"marry"	"me"	"with"	"a"	"of"	"bright"	"water"	"begin"	"the"	"kathleen_raine"	"poem"	"from"	"which"	"maxwell"	"take"	"his"	"title"	"and"	"it"	"be"	"this"	"mystic"	"bond"	"between"	"the"	"human"	"and"	"natural"	"world"	"that"	"the"	"author"	"convey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:36:00::"	"will"	"at"	"session"	"10"	"session_will"	"will_at"	"at_10"	"day_session_will"	"session_will_at"	"will_at_10"	"at_10_a."	"NN"	"NN"	"MD"	"VB"	"IN"	"CD"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"opening"	"session"	"of"	"day"	"session"	"will"	"begin"	"at"	"a."	"m."	"today"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:00::"	"boys"	"to"	"young"	"study"	"young_boys"	"boys_to"	"to_study"	"for_young_boys"	"young_boys_to"	"boys_to_study"	"to_study_the"	"IN"	"JJ"	"NNS"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"rachel"	"steer"	"me"	"along"	"a"	"school"	"for"	"young"	"boys"	"begin"	"to"	"study"	"the"	"torah"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:30:01::"	"to"	"negotiations"	"today"	"tomorrow"	"today_to"	"to_negotiations"	"negotiations_tomorrow"	"agree_today_to"	"today_to_negotiations"	"to_negotiations_tomorrow"	"negotiations_tomorrow_on"	"VB"	"NN"	"TO"	"VB"	"NNS"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"three"	"leaders"	"laos"	"agree"	"today"	"to"	"begin"	"negotiations"	"tomorrow"	"on"	"form"	"a"	"coalition"	"government"	"that"	"would"	"unite"	"the"	"war-ridden"	"kingdom"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"here"	"schedule"	"sunday"	"schedule_to"	"to_here"	"here_sunday"	"owners_schedule_to"	"schedule_to_here"	"to_here_sunday"	"here_sunday_."	"NNS"	"VB"	"TO"	"VB"	"RB"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"coahr"	"letter"	"come"	"on"	"the"	"eve"	"of"	"large"	"gathering"	"of"	"theater"	"managers"	"and"	"owners"	"schedule"	"to"	"begin"	"here"	"sunday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"leaders"	"sporadic"	"student"	"efforts"	"student_leaders"	"leaders_sporadic"	"sporadic_efforts"	"∅_student_leaders"	"student_leaders_sporadic"	"leaders_sporadic_efforts"	"sporadic_efforts_to"	"ε"	"NN"	"NNS"	"VB"	"JJ"	"NNS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leaders"	"begin"	"sporadic"	"efforts"	"to"	"negotiate"	"theater"	"integration"	"several"	"months"	"ago"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"really"	"with"	"nutrition"	"the"	"nutrition_really"	"really_with"	"with_the"	"good_nutrition_really"	"nutrition_really_with"	"really_with_the"	"with_the_garden"	"JJ"	"NN"	"RB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"concept"	"good"	"nutrition"	"really"	"begin"	"with"	"the"	"garden"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
