"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"
"5:00:00:ordinal:00"	"his"	"game"	"win"	"against"	"win_his"	"his_game"	"game_against"	"person_win_his"	"win_his_game"	"his_game_against"	"game_against_a"	"NNP"	"VB"	"PRP$"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"was"	"tag"	"with"	"the"	"loss"	"his"	"second"	"no"	"victory"	"while"	"person"	"win"	"his"	"second"	"game"	"against"	"a"	"single"	"loss"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"his"	"homer"	"with"	"in"	"with_his"	"his_homer"	"homer_in"	"first_with_his"	"with_his_homer"	"his_homer_in"	"homer_in_two"	"JJ"	"IN"	"PRP$"	"JJ"	"NN"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"foot"	"home_run"	"over"	"left"	"in"	"the"	"first"	"inning"	"give"	"the"	"group"	"a"	"lead"	"but"	"person"	"come_back"	"the"	"bottom"	"of"	"the"	"first"	"with"	"his"	"second"	"homer"	"in"	"two"	"day"	"with"	"the"	"walk"	"person"	"aboard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"suck_in"	"for"	"the"	"for_a"	"a_suck_in"	"suck_in_the"	"stand_for_a"	"for_a_suck_in"	"a_suck_in_the"	"suck_in_the_cool"	"VB"	"VB"	"DT"	"NN"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"run"	"up"	"the"	"and"	"stand"	"for"	"a"	"second"	"suck_in"	"the"	"cool"	"air"	"that"	"smell"	"of"	"mud"	"and"	"river"	"weed"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:28:00::"	"a"	"it"	"in"	"was"	"in_a"	"a_it"	"it_was"	"and_in_a"	"in_a_it"	"a_it_was"	"it_was_drip"	"CC"	"IN"	"DT"	"NN"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"begin"	"pour"	"whisky"	"in"	"the"	"kid"	"mouth"	"but"	"his"	"fill"	"without"	"any"	"get"	"down"	"his"	"throat"	"and"	"in"	"a"	"second"	"it"	"was"	"drip"	"from"	"his"	"chin"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"his"	"shot"	"into"	"."	"into_his"	"his_shot"	"shot_."	"whip_into_his"	"into_his_shot"	"his_shot_."	"shot_._∅"	"VB"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"narrow"	"fairway"	"of"	"a"	"yard"	"person"	"whip"	"into"	"his"	"second"	"shot"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"level"	"use"	"approach"	"use_the"	"the_level"	"level_approach"	"recently_use_the"	"use_the_level"	"the_level_approach"	"level_approach_with"	"RB"	"VB"	"DT"	"JJ"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"has"	"use"	"the"	"second"	"level"	"approach"	"with"	"the"	"largest"	"snake"	"and"	"has"	"come"	"to"	"these"	"conclusion"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"a"	"major"	"∅"	"point"	"∅_a"	"a_major"	"major_point"	"∅_∅_a"	"∅_a_major"	"a_major_point"	"major_point_of"	"ε"	"ε"	"DT"	"JJ"	"JJ"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"second"	"major"	"point"	"of"	"this"	"essay"	"be"	"to"	"examine"	"the"	"formal"	"arrangement"	"for"	"the"	"election"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"his"	"whisky_on_the_rocks"	"over"	"in"	"over_his"	"his_whisky_on_the_rocks"	"whisky_on_the_rocks_in"	"sit_over_his"	"over_his_whisky_on_the_rocks"	"his_whisky_on_the_rocks_in"	"whisky_on_the_rocks_in_a"	"VB"	"IN"	"PRP$"	"JJ"	"NN"	"IN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"over"	"his"	"second"	"whisky_on_the_rocks"	"in"	"a"	"little"	"bar"	"next"	"to"	"the"	"funeral_parlor"	"on"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"bend"	"after"	"and"	"after_the"	"the_bend"	"bend_and"	"level_off_after_the"	"after_the_bend"	"the_bend_and"	"bend_and_curl"	"VB"	"IN"	"DT"	"JJ"	"NN"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"part"	"of"	"the"	"road"	"steep"	"but"	"it"	"level_off"	"after"	"the"	"second"	"bend"	"and"	"curl"	"gradually"	"into"	"the"	"valley"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"and"	"milliliter"	"first"	"fraction"	"first_and"	"and_milliliter"	"milliliter_fraction"	"the_first_and"	"first_and_milliliter"	"and_milliliter_fraction"	"milliliter_fraction_with"	"DT"	"JJ"	"CC"	"JJ"	"NN"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"our"	"work"	"the"	"best"	"procedure"	"for"	"remove"	"substance"	"cause"	"nonspecific"	"staining"	"in_order"	"to"	"obtain"	"specific"	"conjugate"	"to"	"pass_through"	"the"	"conjugate"	"through"	"a"	"deae_cellulose"	"column"	"in"	"some"	"case"	"to"	"absorb"	"the"	"first"	"and"	"second"	"milliliter"	"fraction"	"with"	"sweet_clover"	"tissue"	"powder"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"day"	"by"	"person"	"by_the"	"the_day"	"day_person"	"∅_by_the"	"by_the_day"	"the_day_person"	"day_person_begin"	"ε"	"IN"	"DT"	"JJ"	"NN"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"second"	"day"	"person"	"begin"	"to"	"worry"	"and"	"by"	"the"	"second"	"night"	"he"	"be"	"in"	"a"	"state"	"of"	"panic"	"he"	"could"	"see"	"nothing"	"out"	"of"	"the"	"afflicted"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"night"	"by"	"he"	"by_the"	"the_night"	"night_he"	"and_by_the"	"by_the_night"	"the_night_he"	"night_he_be"	"CC"	"IN"	"DT"	"JJ"	"NN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"the"	"second"	"day"	"person"	"to"	"worry"	"and"	"by"	"the"	"second"	"night"	"he"	"be"	"in"	"a"	"state"	"of"	"panic"	"he"	"could"	"see"	"nothing"	"out"	"of"	"the"	"afflicted"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"a"	"pigeon"	"of"	","	"of_a"	"a_pigeon"	"pigeon_,"	"vein_of_a"	"of_a_pigeon"	"a_pigeon_,"	"pigeon_,_again"	"NN"	"IN"	"DT"	"JJ"	"NN"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"surgeon"	"come_back"	"at"	"dusk"	"the"	"vein"	"of"	"a"	"second"	"pigeon"	"again"	"wash"	"out"	"the"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"a"	"and"	"discuss"	"quite"	"discuss_a"	"a_and"	"and_quite"	"to_discuss_a"	"discuss_a_and"	"a_and_quite"	"and_quite_different"	"TO"	"VB"	"DT"	"JJ"	"CC"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"want"	"therefore"	"discuss"	"a"	"second"	"and"	"quite"	"different"	"fruit"	"of"	"science"	"the"	"connection"	"between"	"scientific"	"understanding"	"and"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"his"	"double"	"with"	"of"	"with_his"	"his_double"	"double_of"	"off_with_his"	"with_his_double"	"his_double_of"	"double_of_the"	"IN"	"IN"	"PRP$"	"JJ"	"NN"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"ninth"	"person"	"off"	"with"	"his"	"second"	"double"	"of"	"the"	"night"	"a"	"blast"	"off"	"the"	"fence"	"foot"	"deep"	"into"	"left"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"at"	"to"	"person"	"end"	"person_at"	"at_to"	"to_end"	"to_person_at"	"person_at_to"	"at_to_end"	"to_end_the"	"TO"	"NNP"	"IN"	"NN"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"bat"	"for"	"person"	"fan"	"after"	"foul"	"off"	"two"	"and"	"pitch"	"and"	"person"	"up"	"person"	"bounce_out"	"sharply"	"to"	"person"	"at"	"second"	"to"	"end"	"the"	"hour"	"and"	"minute"	"contest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"person"	"on"	"and"	"the"	"and_person"	"person_on"	"on_the"	"third_and_person"	"and_person_on"	"person_on_the"	"on_the_error"	"NN"	"CC"	"NNP"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"bounce"	"a"	"hard"	"shot"	"off"	"person"	"glove"	"and"	"beat"	"it"	"out"	"for"	"a"	"single"	"and"	"person"	"grab"	"the"	"ball"	"and"	"throw"	"it"	"over"	"first_baseman"	"head"	"person"	"took"	"third"	"and"	"person"	"second"	"on"	"the"	"error"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"her"	"straight"	"gain"	"victory"	"gain_her"	"her_straight"	"straight_victory"	"∅_gain_her"	"gain_her_straight"	"her_straight_victory"	"straight_victory_,"	"ε"	"VB"	"PRP$"	"JJ"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"second"	"straight"	"victory"	"person"	"garden_fresh"	"a"	"year"	"old"	"filly"	"down"	"promising"	"colt"	"in"	"the"	"st._patrick's_day_purse"	"feature"	"seventh"	"race"	"here"	"today"	"and"	"pay"	"straight"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"the"	"set"	"in"	"."	"in_the"	"the_set"	"set_."	"person_in_the"	"in_the_set"	"the_set_."	"set_._∅"	"NNP"	"IN"	"DT"	"JJ"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"these"	"sage"	"include"	"poet"	"person"	"statesman"	"person"	"and"	"sculptor"	"person"	"in"	"volume"	"one"	"and"	"playwright"	"person"	"philosopher"	"person"	"and"	"the"	"late"	"person"	"in"	"the"	"second"	"set"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"a"	"category"	"find"	"of"	"find_a"	"a_category"	"category_of"	"we_find_a"	"find_a_category"	"a_category_of"	"category_of_country"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"IN"	"NN"	"look_at"	"country"	"like"	"iran"	"iraq"	"pakistan"	"and"	"burma"	"where"	"substantial"	"progress"	"has"	"been"	"make"	"in"	"create"	"a"	"minimum"	"supply"	"of"	"modern_man"	"and"	"of"	"social"	"overhead"	"capital"	"and"	"where"	"institution"	"of"	"centralized"	"government"	"exist"	"we"	"find"	"a"	"second"	"of"	"country"	"with"	"a"	"different"	"set"	"of"	"problem"	"and"	"hence"	"different"	"priority"	"for"	"policy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:ordinal:00"	"this"	"category"	"in"	"share"	"in_this"	"this_category"	"category_share"	"country_in_this"	"in_this_category"	"this_category_share"	"category_share_the"	"NN"	"RB"	"RB"	"JJ"	"NN"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"in"	"this"	"second"	"category"	"share"	"the"	"difficulty"	"of"	"have"	"many"	"of"	"the"	"structure"	"of"	"a"	"modern"	"political"	"and"	"social_system"	"without"	"the"	"modern"	"standard"	"of"	"performance"	"require"	"to"	"make"	"them"	"effective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
