"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"1:14:00::"	"help"	"''"	"in"	"."	"in_help"	"help_''"	"''_."	"-_in_help"	"in_help_''"	"help_''_."	"''_._∅"	"ε"	"IN"	"VB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"another"	"teenager"	"remark"	"most"	"jew"	"do"	"n't"	"believe_in"	"god"	"they"	"believe_in"	"people"	"in"	"help"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"of"	"pull_up"	"carload"	"at"	"carload_of"	"of_pull_up"	"pull_up_at"	"new_carload_of"	"carload_of_pull_up"	"of_pull_up_at"	"pull_up_at_the"	"JJ"	"NN"	"IN"	"NN"	"VB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"afternoon"	"as"	"the"	"woman"	"sit"	"softly"	"a"	"new"	"carload"	"of"	"people"	"pull_up"	"at"	"the"	"gate"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"move"	"of"	"around"	"of_the"	"the_move"	"move_around"	"some_of_the"	"of_the_move"	"the_move_around"	"move_around_,"	"DT"	"IN"	"DT"	"NN"	"VB"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"they"	"had"	"some"	"of"	"the"	"people"	"move"	"around"	"to"	"find"	"more"	"comfortable"	"place"	"to"	"sit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"many"	"start"	"though"	"them"	"though_many"	"many_start"	"start_them"	",_though_many"	"though_many_start"	"many_start_them"	"start_them_successfully"	"ε"	"IN"	"JJ"	"NN"	"VB"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"like"	"to"	"make"	"a"	"seedbed"	"in"	"the"	"open"	"though"	"many"	"people"	"start"	"them"	"successfully"	"in"	"cold_frame"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"many"	"think"	"∅"	"that"	"∅_many"	"many_think"	"think_that"	"∅_∅_many"	"∅_many_think"	"many_think_that"	"think_that_pansy"	"ε"	"ε"	"JJ"	"NN"	"VB"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"people"	"think"	"that"	"pansy"	"last"	"only"	"a_few"	"week"	"then"	"their"	"period"	"of"	"growth"	"and"	"bloom"	"be"	"over"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"the"	"''"	"of"	"-"	"of_the"	"the_''"	"''_-"	"understand_of_the"	"of_the_''"	"the_''_-"	"''_-_and"	"VB"	"IN"	"DT"	"NN"	"ε"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"the"	"content"	"of"	"faith"	"is"	"to"	"be"	"present"	"in"	"a"	"form"	"that"	"can"	"be"	"understand"	"of"	"the"	"people"	"and"	"this"	"it"	"must_not"	"be"	"forget"	"be"	"one"	"of"	"the"	"goal"	"of"	"the"	"perennial"	"theological"	"task"	"there"	"be"	"no"	"choice"	"but"	"to"	"abandon"	"completely"	"a"	"mythological"	"manner"	"of"	"representation"	
"1:14:00::"	"kind"	"seem"	"you"	"to"	"you_kind"	"kind_seem"	"seem_to"	"as_good_as_you_kind"	"you_kind_seem"	"kind_seem_to"	"seem_to_think"	"JJ"	"PRP"	"JJ"	"NN"	"VB"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"simply"	"like"	"to"	"know"	"if"	"be"	"as_good_as"	"you"	"kind"	"people"	"seem"	"to"	"think"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"among"	"who"	"go"	"did"	"go_among"	"among_who"	"who_did"	"to_go_among"	"go_among_who"	"among_who_did"	"who_did_not"	"TO"	"VB"	"IN"	"NN"	"WP"	"VBD"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"titillating"	"it"	"to"	"go"	"among"	"people"	"who"	"did"	"not"	"know"	"him"	"as"	"the"	"composer"	"but"	"who"	"talk"	"in"	"the"	"most"	"glowing"	"term"	"of"	"the"	"promise"	"of"	"the"	"piece"	"after"	"having"	"hear"	"the"	"first"	"rehearsal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"250"	"."	"of"	"∅"	"of_250"	"250_."	"._∅"	"hamlet_of_250"	"of_250_."	"250_._∅"	"._∅_∅"	"NN"	"IN"	"CD"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"of"	"location"	"insist"	"that"	"a"	"water_development"	"bill"	"pass"	"by"	"texas"	"house_of_representatives"	"be"	"an"	"effort"	"by"	"big"	"city"	"like"	"dallas"	"and"	"to"	"cover_up"	"place"	"like"	"location"	"a"	"location"	"hamlet"	"of"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"these"	"to"	"force"	"depend_upon"	"force_these"	"these_to"	"to_depend_upon"	"have_force_these"	"force_these_to"	"these_to_depend_upon"	"to_depend_upon_group"	"VBP"	"VB"	"DT"	"NN"	"TO"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"must"	"solve"	"the"	"which"	"have"	"force"	"these"	"people"	"to"	"depend_upon"	"group"	"for"	"subsistence"	"person"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"of"	"like"	"much"	"person"	"much_of"	"of_like"	"like_person"	"expect_much_of"	"much_of_like"	"of_like_person"	"like_person_."	"VB"	"NN"	"IN"	"NN"	"IN"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"well"	"one"	"did"	"expect"	"much"	"of"	"people"	"like"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"unseen"	"out"	"those"	"there"	"those_unseen"	"unseen_out"	"out_there"	"all_those_unseen"	"those_unseen_out"	"unseen_out_there"	"out_there_,"	"DT"	"DT"	"JJ"	"NN"	"IN"	"RB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"everyone"	"be"	"ambivalent"	"about"	"his"	"profession"	"if"	"he"	"has"	"practised"	"it"	"long"	"enough"	"but"	"be"	"still"	"moment"	"when"	"he"	"love"	"the"	"stage"	"and"	"all"	"those"	"unseen"	"people"	"out"	"there"	"who"	"might"	"cheer"	"you"	"or"	"boo"	"you"	"but"	"that"	"be"	"largely"	"though"	"not"	"entirely"	"up_to_you"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"and"	"of"	"peasant"	"the"	"peasant_and"	"and_of"	"of_the"	"of_peasant_and"	"peasant_and_of"	"and_of_the"	"of_the_court"	"IN"	"NN"	"CC"	"NN"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"good"	"of"	"peasant"	"and"	"people"	"of"	"the"	"court"	"by"	"actor"	"who"	"are"	"finely"	"costume"	"and"	"magnificently"	"photograph"	"in"	"this"	"last"	"of"	"the"	"russian"	"film"	"to"	"reach"	"this"	"country"	"in"	"the"	"program"	"of"	"joint"	"cultural"	"exchange"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"its"	","	"of"	"that"	"of_its"	"its_,"	",_that"	"out_of_its"	"of_its_,"	"its_,_that"	",_that_person"	"IN"	"IN"	"PRP$"	"NN"	"ε"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"is"	"into"	"this"	"household"	"one"	"erode"	"by"	"that"	"have"	"torture"	"the"	"soul"	"out"	"of"	"its"	"people"	"that"	"person"	"enter"	"at"	"the"	"beginning"	"of"	"the"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"hear"	"talk_about"	"often"	"team_spirit"	"often_hear"	"hear_talk_about"	"talk_about_team_spirit"	"you_often_hear"	"often_hear_talk_about"	"hear_talk_about_team_spirit"	"talk_about_team_spirit_and"	"PRP"	"RB"	"VB"	"NN"	"VB"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"hear"	"people"	"talk_about"	"team_spirit"	"and"	"that"	"sort"	"of"	"thing"	"person"	"say"	"in"	"a"	"conversation"	"after"	"the"	"ceremony"	"but"	"what"	"this"	"team"	"have"	"be"	"a_little"	"different"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"most"	"i"	"than"	"know"	"than_most"	"most_i"	"i_know"	"company_than_most"	"than_most_i"	"most_i_know"	"i_know_''"	"NN"	"IN"	"JJ"	"NN"	"PRP"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"chicken"	"have"	"short"	"memory"	"the"	"doctor"	"remark"	"that"	"why"	"they"	"better"	"company"	"than"	"most"	"people"	"i"	"know"	"and"	"he"	"go_on"	"to"	"break"	"some"	"important"	"news"	"to"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"own"	"."	"our"	"∅"	"our_own"	"own_."	"._∅"	"``_our_own"	"our_own_."	"own_._∅"	"._∅_∅"	"ε"	"PRP$"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"our"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"american"	"owe"	"the"	"more"	"the_american"	"american_owe"	"owe_more"	"that_the_american"	"the_american_owe"	"american_owe_more"	"owe_more_honor"	"IN"	"DT"	"JJ"	"NN"	"VB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"her"	"letter"	"to"	"person"	"person"	"the"	"quakeress"	"from"	"had"	"suggest"	"that"	"the"	"american"	"people"	"owe"	"more"	"honor"	"to"	"person"	"for"	"seek"	"to"	"free"	"the"	"slave"	"than"	"they"	"did"	"to"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"have"	"always"	"to"	"ask"	"to_have"	"have_always"	"always_ask"	"``_to_have"	"to_have_always"	"have_always_ask"	"always_ask_you"	"ε"	"TO"	"VB"	"NN"	"RB"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"does"	"n't"	"it"	"ever"	"bother"	"you"	"person"	"ask"	"to"	"have"	"people"	"always"	"ask"	"you"	"about"	"your"	"hand"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"curious"	"''"	"very"	","	"very_curious"	"curious_''"	"''_,"	"a_very_curious"	"very_curious_''"	"curious_''_,"	"''_,_person"	"DT"	"RB"	"JJ"	"NN"	"ε"	"ε"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"oh"	"the_french"	"be"	"very"	"curious"	"people"	"person"	"had"	"laugh"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"or_so"	"who"	"thousand"	"pay"	"thousand_or_so"	"or_so_who"	"who_pay"	"the_thousand_or_so"	"thousand_or_so_who"	"or_so_who_pay"	"who_pay_person"	"DT"	"JJ"	"RB"	"NN"	"WP"	"VB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"never"	"get_around_to"	"the"	"thousand"	"or_so"	"people"	"who"	"pay"	"person"	"some"	"for"	"his"	"ozone"	"machine"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"on"	"'s"	"capitalize"	"respect"	"capitalize_on"	"on_'s"	"'s_respect"	",_capitalize_on"	"capitalize_on_'s"	"on_'s_respect"	"'s_respect_for"	"ε"	"VB"	"VB"	"NN"	"POS"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"these"	"gadget"	"impressive"	"to"	"the"	"gullible"	"because"	"of"	"their"	"flash"	"light_bulb"	"tick"	"and"	"he"	"then"	"carry_out"	"a"	"vicious"	"medical"	"con_game"	"capitalize"	"on"	"people"	"respect"	"for"	"the"	"electrical"	"and"	"atomic"	"wonder"	"of"	"our"	"scientific"	"age"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"my"	"to"	"want"	"get_in"	"want_my"	"my_to"	"to_get_in"	"not_want_my"	"want_my_to"	"my_to_get_in"	"to_get_in_trouble"	"RB"	"VB"	"PRP$"	"NN"	"TO"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"rabbi"	"say"	"thoughtfully"	"i"	"not"	"want"	"my"	"people"	"to"	"get_in"	"trouble"	"with"	"the"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"ten"	"i"	"or"	"had"	"or_ten"	"ten_i"	"i_had"	"six_or_ten"	"or_ten_i"	"ten_i_had"	"i_had_grow"	"JJ"	"CC"	"JJ"	"NN"	"PRP"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"nothing"	"in_all"	"the"	"preceding"	"year"	"had"	"have"	"the"	"power"	"to"	"bring"	"me"	"close"	"to"	"a"	"knowledge"	"of"	"profound"	"sorrow"	"than"	"the"	"breakup"	"of"	"camp"	"the"	"packing"	"away"	"of"	"my"	"camp"	"uniform"	"the"	"severing"	"of"	"tie"	"with"	"six"	"or"	"ten"	"people"	"i"	"had"	"grow"	"most"	"to"	"love"	"in"	"the"	"world"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"of"	"preserve"	"group"	","	"group_of"	"of_preserve"	"preserve_,"	"homogeneous_group_of"	"group_of_preserve"	"of_preserve_,"	"preserve_,_vary"	"JJ"	"NN"	"IN"	"NN"	"VB"	"ε"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"folklore"	"be"	"individually"	"create"	"that"	"a"	"homogeneous"	"group"	"of"	"people"	"preserve"	"vary"	"and"	"recreate"	"through"	"oral"	"transmission"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"summer"	"who"	"with"	"come"	"with_summer"	"summer_who"	"who_come"	"crowded_with_summer"	"with_summer_who"	"summer_who_come"	"who_come_to"	"JJ"	"IN"	"NN"	"NN"	"WP"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"location"	"as"	"person"	"call"	"the"	"town"	"crowded"	"with"	"summer"	"people"	"who"	"come"	"to"	"the"	"mountain"	"to"	"escape"	"the"	"heat"	"in"	"the"	"big"	"city"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"historically"	"have"	"that"	"cling"	"that_historically"	"historically_have"	"have_cling"	"fact_that_historically"	"that_historically_have"	"historically_have_cling"	"have_cling_together"	"NN"	"IN"	"RB"	"NN"	"VBP"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"unify"	"effect"	"of"	"religion"	"is"	"bring_out"	"in"	"the"	"fact"	"that"	"historically"	"people"	"have"	"cling"	"together"	"as"	"more_or_less"	"cohesive"	"cultural"	"unit"	"with"	"religion"	"as"	"the"	"dominant"	"bond"	"even"	"though"	"spatially"	"dispersed"	"and"	"not"	"politically"	"organized"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"∅"	"who"	"∅"	"take_for"	"∅_∅"	"∅_who"	"who_take_for"	"∅_∅_∅"	"∅_∅_who"	"∅_who_take_for"	"who_take_for_us"	"ε"	"ε"	"ε"	"NN"	"WP"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"who"	"take_for"	"us"	"for"	"sucker"	"be"	"like"	"the"	"westerner"	"who"	"have"	"on"	"exhibit"	"his"	"superior"	"marksmanship"	"in"	"the"	"form"	"of"	"a"	"number"	"of"	"bull's_eye"	"achievement"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:14:00::"	"few"	"."	"so"	"∅"	"so_few"	"few_."	"._∅"	"know_so_few"	"so_few_."	"few_._∅"	"._∅_∅"	"VB"	"RB"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"because"	"we"	"be"	"in"	"location"	"he"	"say"	"know"	"so"	"few"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
