"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"
"1:18:00::"	"his"	"."	"kiss"	"∅"	"kiss_his"	"his_."	"._∅"	"general_kiss_his"	"kiss_his_."	"his_._∅"	"._∅_∅"	"NN"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"there"	"be"	"general"	"kiss"	"his"	"wife"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"'s"	"for"	"coach"	"talk_into"	"coach_'s"	"'s_for"	"for_talk_into"	"thank_coach_'s"	"coach_'s_for"	"'s_for_talk_into"	"for_talk_into_him"	"VB"	"NN"	"POS"	"NN"	"IN"	"VB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"person"	"accept"	"his"	"silver"	"bowl"	"he"	"say"	"want"	"to"	"thank"	"coach"	"wife"	"for"	"talk_into"	"him"	"into"	"let"	"me"	"play"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"his"	","	"where"	"former"	"where_his"	"his_,"	",_former"	",_where_his"	"where_his_,"	"his_,_former"	",_former_olympic"	"ε"	"WRB"	"PRP$"	"NN"	"ε"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"take"	"a"	"midnight"	"train"	"out"	"of"	"cleveland"	"saturday"	"without"	"an"	"official"	"word"	"to"	"anybody"	"and"	"has"	"stay"	"away"	"from"	"newsman"	"his"	"train"	"trip"	"across_the_nation"	"to"	"location"	"location"	"where"	"his"	"wife"	"former"	"olympic"	"diving"	"champion"	"person"	"await"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"his"	"now"	"think_about"	","	"think_about_his"	"his_now"	"now_,"	"even_think_about_his"	"think_about_his_now"	"his_now_,"	"now_,_nobody"	"RB"	"VB"	"PRP$"	"NN"	"RB"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"if"	"the"	"even"	"think_about"	"his"	"wife"	"now"	"nobody"	"cared_a_fig"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"his"	"."	"take"	"∅"	"take_his"	"his_."	"._∅"	"was_take_his"	"take_his_."	"his_._∅"	"._∅_∅"	"VBD"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"he"	"had"	"know"	"then"	"where"	"that"	"hundred_dollar_bill"	"come"	"from"	"and"	"where"	"it"	"was"	"take"	"his"	"wife"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"his"	","	"and"	"person"	"and_his"	"his_,"	",_person"	"person_and_his"	"and_his_,"	"his_,_person"	",_person_,"	"NNP"	"CC"	"PRP$"	"NN"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"his"	"wife"	"person"	"make"	"their"	"home"	"at"	"location"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"his"	","	"from"	"person"	"from_his"	"his_,"	",_person"	"divorce_from_his"	"from_his_,"	"his_,_person"	",_person_,"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"file"	"suit"	"divorce"	"from"	"his"	"wife"	"person"	"in"	"group"	"friday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"young"	","	"little"	"was"	"little_young"	"young_,"	",_was"	"his_little_young"	"little_young_,"	"young_,_was"	",_was_read"	"PRP$"	"JJ"	"JJ"	"NN"	"ε"	"VBD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"kitchen"	"person"	"little"	"young"	"wife"	"was"	"read"	"the"	"morning"	"paper"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"his"	"-"	"treat"	"a"	"treat_his"	"his_-"	"-_a"	"been_treat_his"	"treat_his_-"	"his_-_a"	"-_a_woman"	"VBN"	"VB"	"PRP$"	"NN"	"ε"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"her"	"fellow"	"townsman"	"also"	"experience"	"a"	"nervous_breakdown"	"just"	"as_soon_as"	"he"	"discover"	"that"	"he"	"had"	"bilk"	"of"	"his"	"life"	"savings"	"by"	"the"	"limited"	"practitioner"	"who"	"had"	"been"	"treat"	"his"	"wife"	"a"	"woman"	"suffer"	"from"	"an"	"incurable"	"disease"	"multiple_sclerosis"	"and"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"pretty"	","	"'s"	"person"	"'s_pretty"	"pretty_,"	",_person"	"person_'s_pretty"	"'s_pretty_,"	"pretty_,_person"	",_person_inform"	"NNP"	"POS"	"JJ"	"NN"	"ε"	"NNP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"just"	"before"	"game"	"person"	"pretty"	"wife"	"person"	"inform"	"him"	"that"	"an"	"addition"	"to"	"the"	"family"	"can"	"be"	"expect"	"late"	"next"	"summer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:18:00::"	"the"	","	"∅"	"person"	"∅_the"	"the_,"	",_person"	"∅_∅_the"	"∅_the_,"	"the_,_person"	",_person_,"	"ε"	"ε"	"DT"	"NN"	"ε"	"NNP"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"wife"	"person"	"and"	"her"	"lover"	"are"	"both"	"savagely"	"portray"	"she"	"as"	"incarnate"	"sensuality"	"voluptuous"	"and"	"indolent"	"possibly"	"mischief"	"maker"	"with"	"a"	"kind"	"of"	"luxurious"	"cunning"	"to"	"set"	"against"	"her"	"apparent"	"simplicity"	"her"	"bird"	"like"	"brain"	
"1:18:00::"	"his"	"arrange"	"of"	"porkchop"	"of_his"	"his_arrange"	"arrange_porkchop"	"sight_of_his"	"of_his_arrange"	"his_arrange_porkchop"	"arrange_porkchop_in"	"NN"	"IN"	"PRP$"	"NN"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"be"	"tired"	"he"	"have"	"his"	"business"	"and"	"the"	"sight"	"of"	"his"	"wife"	"arrange"	"porkchop"	"in"	"the"	"broiler"	"only"	"seem"	"like"	"an"	"extension"	"of"	"a"	"boring"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
