"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"
"2:32:00::"	"should"	"the"	"we"	"alternatives"	"we_should"	"should_the"	"the_alternatives"	",_we_should"	"we_should_the"	"should_the_alternatives"	"the_alternatives_on"	"ε"	"PRP"	"MD"	"VB"	"DT"	"NNS"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"on"	"the"	"eve"	"of"	"the"	"great"	"debate"	"on"	"the"	"proposal"	"to"	"give"	"the"	"president"	"broad"	"powers"	"make"	"across-the-board"	"tariff"	"concessions"	"which"	"could"	"practically"	"bring"	"us"	"into"	"the"	"atlantic_community"	"we"	"should"	"face"	"the"	"alternatives"	"on"	"this"	"proposition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"now"	"by"	"penalty"	"the"	"penalty_now"	"now_by"	"by_the"	"maximum_penalty_now"	"penalty_now_by"	"now_by_the"	"by_the_new"	"JJ"	"NN"	"RB"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"fourteen"	"years"	"be"	"maximum"	"penalty"	"now"	"face"	"by"	"the"	"new"	"five"	"who"	"may"	"have"	"alter"	"history"	"in"	"the"	"s"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:01::"	"marty"	"east"	"∅"	"and"	"∅_marty"	"marty_east"	"east_and"	"∅_∅_marty"	"∅_marty_east"	"marty_east_and"	"east_and_start"	"ε"	"ε"	"NNP"	"VB"	"JJ"	"CC"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"face"	"east"	"and"	"start"	"walk"	"down"	"the"	"left"	"side"	"of"	"the"	"road"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"that"	"the"	"problems"	"peace_corps"	"problems_that"	"that_the"	"the_peace_corps"	"the_problems_that"	"problems_that_the"	"that_the_peace_corps"	"the_peace_corps_."	"DT"	"NNS"	"IN"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"congratulations"	"to"	"n._c."	"for"	"successfully"	"delve"	"the"	"heart"	"of"	"the"	"problems"	"that"	"face"	"the"	"peace_corps"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"and"	"of"	"voice"	"fear"	"voice_and"	"and_of"	"of_fear"	"varied_voice_and"	"voice_and_of"	"and_of_fear"	"of_fear_."	"JJ"	"NN"	"CC"	"NN"	"IN"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"first"	"rattle"	"of"	"the"	"machine_gun"	"at"	"in"	"the"	"evening"	"around"	"me"	"the"	"varied"	"voice"	"and"	"face"	"of"	"fear"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:03::"	"a"	"."	"make"	"∅"	"make_a"	"a_."	"._∅"	",_make_a"	"make_a_."	"a_._∅"	"._∅_∅"	"ε"	"VB"	"VB"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"i"	"do"	"n't"	"know"	"why"	"you"	"want"	"to"	"go_on"	"that"	"outfit"	"she"	"say"	"make"	"a"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"be"	"must"	"the"	"must_be"	"be_be"	"be_the"	"that_must_be"	"must_be_be"	"be_be_the"	"be_the_relative"	"WDT"	"MD"	"VB"	"VB"	"VB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"issue"	"must"	"be"	"face"	"be"	"the"	"relative"	"difficulty"	"of"	"analysis"	"of"	"different"	"phonologic"	"subsystem"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	","	"her"	"tv"	"."	"tv_,"	",_her"	"her_."	"the_tv_,"	"tv_,_her"	",_her_."	"her_._∅"	"DT"	"NN"	"ε"	"VB"	"PRP$"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"guide"	"her"	"to"	"the"	"turn_off"	"the"	"tv"	"face"	"her"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:00::"	"his"	"."	"see"	"∅"	"see_his"	"his_."	"._∅"	"did_see_his"	"see_his_."	"his_._∅"	"._∅_∅"	"VBD"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"i"	"never"	"see"	"his"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"gaunt"	"."	"his"	"∅"	"his_gaunt"	"gaunt_."	"._∅"	"upon_his_gaunt"	"his_gaunt_."	"gaunt_._∅"	"._∅_∅"	"IN"	"PRP$"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"remove"	"his"	"hat"	"to"	"let"	"the"	"trapped"	"cut"	"rivulet"	"through"	"the"	"dust"	"film"	"upon"	"his"	"gaunt"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"her"	"."	"wipe"	"∅"	"wipe_her"	"her_."	"._∅"	"and_wipe_her"	"wipe_her_."	"her_._∅"	"._∅_∅"	"CC"	"VB"	"PRP$"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"drink"	"and"	"push"	"back"	"her"	"gingham"	"to"	"wet"	"a"	"kerchief"	"and"	"wipe"	"her"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"homely"	"slashed"	"his"	"with"	"his_homely"	"homely_slashed"	"slashed_with"	",_his_homely"	"his_homely_slashed"	"homely_slashed_with"	"slashed_with_gray"	"ε"	"PRP$"	"JJ"	"NN"	"JJ"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ben"	"eye"	"strain"	"with"	"the"	"hurt"	"his"	"homely"	"face"	"slashed"	"with"	"gray"	"and"	"crimson"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"company"	"in"	"your"	"the"	"your_company"	"company_in"	"in_the"	"will_your_company"	"your_company_in"	"company_in_the"	"in_the_next"	"MD"	"PRP$"	"NN"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"given"	"this"	"kind"	"of"	"business"	"climate"	"competitive"	"marketing"	"problem"	"will"	"your"	"company"	"face"	"in"	"the"	"next"	"yr"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	"in"	"to"	"the"	"to_be"	"be_in"	"in_the"	"problem_to_be"	"to_be_in"	"be_in_the"	"in_the_sixties"	"NN"	"TO"	"VB"	"VB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"the"	"manufacturer"	"point_of_view"	"the"	"increasing"	"cost"	"of"	"advertising"	"promotion"	"be"	"a"	"very"	"real"	"problem"	"to"	"be"	"face"	"in"	"the"	"sixties"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"'s"	"."	"person"	"∅"	"person_'s"	"'s_."	"._∅"	"into_person_'s"	"person_'s_."	"'s_._∅"	"._∅_∅"	"IN"	"NNP"	"POS"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"have"	"a"	"good"	"two"	"inch"	"over"	"and"	"person"	"had_to"	"look"	"up"	"into"	"person"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:04:00::"	"the"	"of"	"in"	"their"	"in_the"	"the_of"	"of_their"	"study_in_the"	"in_the_of"	"the_of_their"	"of_their_promising"	"NN"	"RB"	"RB"	"NN"	"RB"	"PRP$"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"abandon"	"the"	"in"	"the"	"face"	"of"	"their"	"promising"	"outlook"	"for"	"all"	"concerned"	"b."	"o."	"enter"	"on-again-off-again"	"negotiation"	"with"	"c."	"o."	"which"	"result"	"in"	"the"	"present"	"situation"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"now"	"person"	"question"	":"	"question_now"	"now_person"	"person_:"	"the_question_now"	"question_now_person"	"now_person_:"	"person_:_∅"	"DT"	"NN"	"RB"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"be"	"question"	"now"	"face"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"good-looking"	"-"	"girlishly"	"or"	"girlishly_good-looking"	"good-looking_-"	"-_or"	"almost_girlishly_good-looking"	"girlishly_good-looking_-"	"good-looking_-_or"	"-_or_indeed"	"RB"	"RB"	"JJ"	"NN"	"ε"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"did"	"not"	"at"	"all"	"like"	"the"	"look"	"person"	"regular"	"featured"	"almost"	"girlishly"	"good-looking"	"face"	"or"	"indeed"	"anything"	"about"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:07:03::"	"a"	"at"	"make"	"him"	"make_a"	"a_at"	"at_him"	"she_make_a"	"make_a_at"	"a_at_him"	"at_him_and"	"PRP"	"VB"	"VB"	"NN"	"IN"	"PRP"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"a"	"face"	"at"	"him"	"and"	"then"	"she"	"laugh"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"still"	"the"	"which"	"closed"	"which_still"	"still_the"	"the_closed"	"chair_which_still"	"which_still_the"	"still_the_closed"	"the_closed_bedroom"	"NN"	"WDT"	"RB"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"without"	"take_off"	"his"	"coat"	"he"	"sit"	"the"	"blue"	"chair"	"which"	"still"	"face"	"the"	"closed"	"bedroom"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"his"	","	"across"	"try"	"across_his"	"his_,"	",_try"	"scratch_across_his"	"across_his_,"	"his_,_try"	",_try_to"	"NN"	"IN"	"PRP$"	"NN"	"ε"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"later"	"she"	"apologize"	"for"	"long"	"scratch"	"across"	"his"	"face"	"try"	"to"	"explain"	"she"	"could"	"n't"	"help"	"herself"	"that"	"the"	"panic"	"arise"	"in"	"her"	"unwanted"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"'s"	"be"	"person"	"suddenly"	"person_'s"	"'s_be"	"be_suddenly"	"∅_person_'s"	"person_'s_be"	"'s_be_suddenly"	"be_suddenly_a_little"	"ε"	"NNP"	"POS"	"NN"	"VB"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"face"	"be"	"suddenly"	"a_little"	"fixed"	"and"	"questioning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"'s"	"."	"person"	"∅"	"person_'s"	"'s_."	"._∅"	"in_person_'s"	"person_'s_."	"'s_._∅"	"._∅_∅"	"IN"	"NNP"	"POS"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"her"	"words"	"jumble"	"together"	"and"	"she"	"all_but"	"run"	"the"	"office"	"and"	"from"	"the"	"question"	"in"	"person"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:33:00::"	"which"	"the"	"union"	"industry"	"union_which"	"which_the"	"the_industry"	"single_union_which"	"union_which_the"	"which_the_industry"	"the_industry_does"	"JJ"	"NN"	"WDT"	"VB"	"DT"	"NN"	"VBZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"union"	"which"	"face"	"the"	"industry"	"does"	"not"	"restrict"	"its"	"membership"	"and"	"there"	"be"	"an"	"adequate"	"supply"	"of"	"labor"	"available"	"to"	"the"	"firm"	"of"	"the"	"industry"	"at"	"the"	"going"	"wage"	"rate"	
"2:42:02::"	"and"	"person"	"hotel"	"across"	"hotel_and"	"and_person"	"person_across"	"the_hotel_and"	"hotel_and_person"	"and_person_across"	"person_across_the"	"DT"	"NN"	"CC"	"VB"	"NNP"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"several"	"minute"	"had"	"pass"	"and"	"person"	"had"	"n't"	"from"	"the"	"livery_stable"	"person"	"re-enter"	"the"	"hotel"	"and"	"face"	"person"	"across"	"the"	"counter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"swarthy"	"."	"'s"	"∅"	"'s_swarthy"	"swarthy_."	"._∅"	"person_'s_swarthy"	"'s_swarthy_."	"swarthy_._∅"	"._∅_∅"	"NNP"	"POS"	"JJ"	"NN"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"sweat"	"bubble"	"out"	"person"	"swarthy"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"``"	"us"	"∅"	","	"∅_``"	"``_us"	"us_,"	"∅_∅_``"	"∅_``_us"	"``_us_,"	"us_,_two"	"ε"	"ε"	"ε"	"VB"	"PRP"	"ε"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"us"	"two"	"flight"	"up"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"1:08:00::"	"leering"	"of"	"the"	"old"	"the_leering"	"leering_of"	"of_old"	"-_the_leering"	"the_leering_of"	"leering_of_old"	"of_old_person"	"ε"	"DT"	"JJ"	"NN"	"IN"	"JJ"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"suddenly"	"a"	"treble"	"auto"	"horn"	"tootley-toot-tootled"	"and"	"thumb"	"hopefully"	"i"	"see"	"emergent"	"in"	"windshield"	"flash"	"red"	"lip"	"streaming"	"silk"	"of"	"hair"	"and"	"ah"	"trembling"	"confusion"	"of"	"hope"	"apprehension"	"despair"	"the"	"leering"	"face"	"of"	"old"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
