"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"
"2:39:00::"	"she"	"as"	"and"	"commonplace"	"and_she"	"she_as"	"as_commonplace"	",_and_she"	"and_she_as"	"she_as_commonplace"	"as_commonplace_as"	"ε"	"CC"	"PRP"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"be"	"just"	"another"	"freighter"	"the"	"states"	"and"	"she"	"seem"	"as"	"commonplace"	"as"	"her"	"name"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"would"	"to"	"that"	"be"	"that_would"	"would_to"	"to_be"	"blips_that_would"	"that_would_to"	"would_to_be"	"to_be_approaching"	"NNS"	"WDT"	"MD"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"window"	"the"	"tinsel"	"paper"	"drop"	"by"	"bombers"	"to"	"jam"	"radar"	"sets"	"fill"	"the"	"scope"	"with"	"hundreds"	"of"	"blips"	"that"	"would"	"seem"	"to"	"be"	"approaching"	"bombers"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"to"	"like"	"make"	"stones"	"make_to"	"to_like"	"like_stones"	",_make_to"	"make_to_like"	"to_like_stones"	"like_stones_imbed"	"ε"	"VB"	"TO"	"VB"	"IN"	"NNS"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"merchant_ships"	"illuminate"	"in"	"the"	"light"	"the"	"flares"	"make"	"to"	"seem"	"like"	"stones"	"imbed"	"in"	"a"	"lake"	"of"	"polished"	"mud"	"be"	"impossible"	"to"	"miss"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"make"	"unnecessarily"	"she"	"noisy"	"she_make"	"make_unnecessarily"	"unnecessarily_noisy"	"movement_she_make"	"she_make_unnecessarily"	"make_unnecessarily_noisy"	"unnecessarily_noisy_."	"NN"	"PRP"	"VB"	"VB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"every"	"she"	"make"	"seem"	"unnecessarily"	"noisy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"what"	"to"	"join"	"be"	"join_what"	"what_to"	"to_be"	"was_join_what"	"join_what_to"	"what_to_be"	"to_be_a"	"VBD"	"VB"	"WP"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"he"	"come"	"to"	"baltimore"	"he"	"was"	"leave"	"a"	"team"	"which"	"be"	"to"	"win"	"the"	"national_league"	"pennant"	"and"	"he"	"was"	"join"	"what"	"seem"	"to"	"be"	"a"	"second"	"division"	"american_league"	"club"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	","	"to"	"stronger"	"be"	"stronger_,"	",_to"	"to_be"	"look_stronger_,"	"stronger_,_to"	",_to_be"	"to_be_throw"	"VB"	"JJR"	"ε"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"and"	"walker"	"stronger"	"seem"	"to"	"be"	"throw"	"better"	"than"	"he"	"did"	"last"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"n't"	"capable_of"	"do"	"carry"	"do_n't"	"n't_capable_of"	"capable_of_carry"	"right_fielders_do_n't"	"do_n't_capable_of"	"n't_capable_of_carry"	"capable_of_carry_the"	"NN"	"VBP"	"RB"	"VB"	"JJ"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"so_far"	"the"	"platoons"	"on"	"and"	"right_fielders"	"do"	"n't"	"seem"	"capable_of"	"carry"	"the"	"load"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"which"	"to"	"embroidery"	"be"	"embroidery_which"	"which_to"	"to_be"	"crewel_embroidery_which"	"embroidery_which_to"	"which_to_be"	"to_be_appear"	"NN"	"NN"	"WDT"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"traditional"	"embroidery"	"which"	"seem"	"to"	"be"	"appear"	"more_frequently"	"this"	"fall"	"than"	"in_the_past"	"few"	"years"	"be"	"still"	"available"	"in_this"	"country"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"versions"	"to"	"of"	"speak"	"of_versions"	"versions_to"	"to_speak"	"parts_of_versions"	"of_versions_to"	"versions_to_speak"	"to_speak_well"	"NNS"	"IN"	"NNS"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"an"	"initial"	"perusal"	"and"	"comparison"	"of"	"some"	"of"	"famous"	"passages"	"with"	"the"	"same"	"parts"	"of"	"versions"	"seem"	"to"	"speak"	"well"	"of"	"the"	"efforts"	"of"	"the_british"	"biblical"	"scholars"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	","	"to"	"dancers"	"be"	"dancers_,"	",_to"	"to_be"	"leading_dancers_,"	"dancers_,_to"	",_to_be"	"to_be_fine"	"JJ"	"NNS"	"ε"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"the"	"performances"	"of"	"the"	"evening"	"be"	"smooth"	"and"	"assured"	"and"	"the"	"company"	"with"	"mr._nagrin"	"and"	"marion_scott"	"as"	"its"	"leading"	"dancers"	"seem"	"to"	"be"	"fine"	"shape"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"would"	"to"	"there"	"have"	"there_would"	"would_to"	"to_have"	"thirties_there_would"	"there_would_to"	"would_to_have"	"to_have_be"	"NNS"	"EX"	"MD"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"more"	"casually"	"constructed"	"musicals"	"of"	"nineteen"	"twenties"	"and"	"nineteen"	"thirties"	"there"	"would"	"seem"	"to"	"have"	"be"	"less"	"reason"	"for"	"eliminate"	"a"	"song"	"of"	"merit"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"might"	"to"	"status_quo"	"be"	"status_quo_might"	"might_to"	"to_be"	"the_status_quo_might"	"status_quo_might_to"	"might_to_be"	"to_be_the"	"DT"	"NN"	"MD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maintenance"	"of"	"status_quo"	"might"	"seem"	"to"	"be"	"the"	"appropriate"	"goal"	"or"	"objective"	"of_this"	"population"	"today"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"would"	"to"	"pattern"	"be"	"pattern_would"	"would_to"	"to_be"	"fertility_rate_pattern_would"	"pattern_would_to"	"would_to_be"	"to_be_a"	"NN"	"NN"	"MD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"pattern"	"would"	"seem"	"to"	"be"	"a"	"function"	"though"	"a"	"latent"	"one"	"of"	"the"	"process"	"of"	"maintain"	"the"	"boundary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"commerce_secretary_hodges"	"to"	"∅"	"have"	"∅_commerce_secretary_hodges"	"commerce_secretary_hodges_to"	"to_have"	"∅_∅_commerce_secretary_hodges"	"∅_commerce_secretary_hodges_to"	"commerce_secretary_hodges_to_have"	"to_have_been"	"ε"	"ε"	"NNP"	"VB"	"TO"	"VB"	"VBN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"seem"	"to"	"have"	"been"	"cast"	"in"	"the"	"role"	"of"	"pacemaker"	"for"	"official"	"washington"	"economic"	"forecasters"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"may"	"unimportant"	"stone_harbor"	"."	"stone_harbor_may"	"may_unimportant"	"unimportant_."	"at_stone_harbor_may"	"stone_harbor_may_unimportant"	"may_unimportant_."	"unimportant_._∅"	"IN"	"NNP"	"MD"	"VB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"against"	"the"	"dramatic"	"fight"	"being"	"wage"	"for"	"preservation"	"of"	"miles"	"cape_cod"	"shoreline"	"the"	"tiny"	"tract"	"at"	"stone_harbor"	"may"	"seem"	"unimportant"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"allies"	"less"	"'s"	"formidable"	"'s_allies"	"allies_less"	"less_formidable"	"bird_sanctuary_'s_allies"	"'s_allies_less"	"allies_less_formidable"	"less_formidable_,"	"NN"	"POS"	"NNS"	"VB"	"RBR"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"by"	"comparison"	"stone_harbor"	"allies"	"seem"	"less"	"formidable"	"for"	"aside"	"from"	"the"	"audubon_society"	"they"	"be"	"mostly"	"the"	"snowy"	"common"	"and"	"cattle_egrets"	"and"	"the"	"louisiana"	"green"	"little"	"blue"	"and"	"black-crowned"	"herons"	"who"	"nest"	"and"	"feed"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:01::"	","	"more"	"though"	"interested"	"though_,"	",_more"	"more_interested"	",_though_,"	"though_,_more"	",_more_interested"	"more_interested_in"	"ε"	"RB"	"ε"	"VB"	"RBR"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"county"	"seem"	"more"	"interested"	"in"	"those"	"people"	"who"	"do"	"n't"	"even"	"try"	"those"	"who"	"sit"	"and"	"draw"	"welfare"	"checks"	"and"	"line_up"	"for"	"surplus"	"food"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"sometimes"	"to"	","	"feel"	",_sometimes"	"sometimes_to"	"to_feel"	"policy_,_sometimes"	",_sometimes_to"	"sometimes_to_feel"	"to_feel_free_of"	"NN"	"ε"	"RB"	"VB"	"TO"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ex-presidents"	"relieve"	"of"	"accountability"	"policy"	"sometimes"	"seem"	"to"	"feel"	"free_of"	"accountability"	"for"	"their"	"words"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"fingers"	"to"	"the"	"be"	"the_fingers"	"fingers_to"	"to_be"	"in_which_the_fingers"	"the_fingers_to"	"fingers_to_be"	"to_be_feel"	"RB"	"DT"	"NNS"	"VB"	"TO"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"d"	"minor"	"sonata"	"op."	"no."	"introduce"	"by"	"dynamically"	"shaped"	"arpeggios"	"be"	"most"	"engaging"	"its"	"moments"	"of"	"quasi-recitative"	"single"	"lines"	"in_which"	"the"	"fingers"	"seem"	"to"	"be"	"feel"	"their"	"way"	"toward"	"the"	"idea"	"to"	"come"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"which"	"considerably"	"subjectivity"	"at_odds"	"subjectivity_which"	"which_considerably"	"considerably_at_odds"	"shuddering_subjectivity_which"	"subjectivity_which_considerably"	"which_considerably_at_odds"	"considerably_at_odds_with"	"JJ"	"NN"	"WDT"	"VB"	"RB"	"JJ"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"he"	"weight"	"the"	"eighth_symphony"	"at_times"	"a"	"shuddering"	"subjectivity"	"which"	"seem"	"considerably"	"at_odds"	"with"	"the"	"music"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"can"	"rather"	"it"	"vacuous"	"it_can"	"can_rather"	"rather_vacuous"	",_it_can"	"it_can_rather"	"can_rather_vacuous"	"rather_vacuous_to"	"ε"	"PRP"	"MD"	"VB"	"RB"	"JJ"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"rococo"	"music"	"tend"	"to"	"be"	"and"	"elegant"	"above_all"	"it"	"can"	"seem"	"rather"	"vacuous"	"to"	"twentieth-century"	"ears"	"that"	"have"	"grow"	"accustomed_to"	"the"	"stress"	"and"	"dissonances"	"of"	"composers"	"from"	"beethoven"	"to"	"boulez"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"seekers"	"to"	"apartment"	"have"	"apartment_seekers"	"seekers_to"	"to_have"	"many_apartment_seekers"	"apartment_seekers_to"	"seekers_to_have"	"to_have_one"	"JJ"	"NN"	"NNS"	"VB"	"TO"	"VB"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"although"	"economic"	"and"	"personal"	"circumstances"	"vary"	"widely"	"among"	"those"	"now"	"choose"	"apartments"	"leo_j._pantas"	"of"	"a"	"hardware"	"manufacturing"	"company"	"point_out"	"recently"	"that"	"many"	"apartment"	"seekers"	"seem"	"to"	"have"	"one"	"characteristic"	"in"	"common"	"a"	"desire"	"for"	"greater"	"convenience"	"and"	"freedom"	"from"	"the"	"problems"	"involve"	"in"	"maintain"	"a"	"house"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"what"	"a"	"with"	"workable"	"with_what"	"what_a"	"a_workable"	"independence_with_what"	"with_what_a"	"what_a_workable"	"a_workable_western-style"	"NN"	"IN"	"WP"	"VB"	"DT"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"belgian_congo"	"was"	"its"	"independence"	"with"	"what"	"seem"	"a"	"workable"	"western-style"	"form_of_government"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:39:00::"	"blacks"	"to"	"the"	"be"	"the_blacks"	"blacks_to"	"to_be"	",_the_blacks"	"the_blacks_to"	"blacks_to_be"	"to_be_an"	"ε"	"DT"	"NNS"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"outsiders"	"blacks"	"seem"	"to"	"be"	"an"	"ordinary"	"happy"	"family"	"and"	"they"	"be"	"but"	"with"	"a"	"difference"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
